latitude,longitude,valid_time_24,prate_24,t2m_24,si10_24,sde_24
22.05,60.0,2022-12-10,0.0,25.701782,4.501758,0.0
22.05,60.15,2022-12-10,0.0,26.101776,4.651758,0.0
22.05,60.3,2022-12-10,0.0,26.326782,4.651758,0.0
22.05,60.45,2022-12-10,0.0,26.351776,4.501758,0.0
22.05,60.6,2022-12-10,0.0,26.326782,4.3017583,0.0
22.05,60.75,2022-12-10,0.0,26.301788,4.3017583,0.0
22.05,60.9,2022-12-10,0.0,26.326782,4.3017583,0.0
22.05,61.05,2022-12-10,0.0,26.326782,4.4517584,0.0
22.05,61.2,2022-12-10,0.0,26.351776,4.501758,0.0
22.05,61.35,2022-12-10,0.0,26.276794,4.4517584,0.0
22.05,61.5,2022-12-10,0.0,26.176788,4.3017583,0.0
22.05,61.65,2022-12-10,0.0,26.051788,4.001758,0.0
22.05,61.8,2022-12-10,0.0,25.951782,3.5517583,0.0
22.05,61.95,2022-12-10,0.0,25.951782,3.1017582,0.0
22.05,62.1,2022-12-10,0.0,25.926788,2.5517583,0.0
22.05,62.25,2022-12-10,0.0,25.851776,2.0017583,0.0
22.05,62.4,2022-12-10,0.0,25.7518,1.4017583,0.0
22.05,62.55,2022-12-10,0.0,25.676788,1.1517583,0.0
22.05,62.7,2022-12-10,0.0,25.701782,1.1517583,0.0
22.05,62.85,2022-12-10,0.0,25.7518,1.3517584,0.0
22.05,63.0,2022-12-10,0.0,25.7518,1.5517583,0.0
22.05,63.15,2022-12-10,0.0,25.7518,1.6517583,0.0
22.05,63.3,2022-12-10,0.0,25.776794,1.8017583,0.0
22.05,63.45,2022-12-10,0.0,25.776794,1.9517583,0.0
22.05,63.6,2022-12-10,0.0,25.776794,2.0517583,0.0
22.05,63.75,2022-12-10,0.0,25.776794,2.1017582,0.0
22.05,63.9,2022-12-10,0.0,25.7518,2.2017584,0.0
22.05,64.05,2022-12-10,0.0,25.701782,2.2517583,0.0
22.05,64.2,2022-12-10,0.0,25.651794,2.4017582,0.0
22.05,64.35,2022-12-10,0.0,25.601776,2.4517584,0.0
22.05,64.5,2022-12-10,0.0,25.601776,2.5517583,0.0
22.05,64.65,2022-12-10,0.0,25.576782,2.7517583,0.0
22.05,64.8,2022-12-10,0.0,25.551788,3.1017582,0.0
22.05,64.95,2022-12-10,0.0,25.526794,3.4017582,0.0
22.05,65.1,2022-12-10,0.0,25.526794,3.6517582,0.0
22.05,65.25,2022-12-10,0.0,25.551788,3.9017582,0.0
22.05,65.4,2022-12-10,0.0,25.601776,4.2017584,0.0
22.05,65.55,2022-12-10,0.0,25.651794,4.3517585,0.0
22.05,65.7,2022-12-10,0.0,25.701782,4.5517583,0.0
22.05,65.85,2022-12-10,0.0,25.776794,4.7017584,0.0
22.05,66.0,2022-12-10,0.0,25.851776,4.8017583,0.0
22.05,66.15,2022-12-10,0.0,25.926788,4.9517584,0.0
22.05,66.3,2022-12-10,0.0,26.0018,5.151758,0.0
22.05,66.45,2022-12-10,0.0,26.026794,5.251758,0.0
22.05,66.6,2022-12-10,0.0,26.051788,5.4517584,0.0
22.05,66.75,2022-12-10,0.0,26.026794,5.651758,0.0
22.05,66.9,2022-12-10,0.0,26.0018,5.901758,0.0
22.05,67.05,2022-12-10,0.0,26.0018,6.151758,0.0
22.05,67.2,2022-12-10,0.0,25.951782,6.501758,0.0
22.05,67.35,2022-12-10,0.0,25.926788,6.7017584,0.0
22.05,67.5,2022-12-10,0.0,25.926788,6.751758,0.0
22.05,67.65,2022-12-10,0.0,26.0018,6.7017584,0.0
22.05,67.8,2022-12-10,0.0,26.051788,6.6017585,0.0
22.05,67.95,2022-12-10,0.0,26.101776,6.6017585,0.0
22.05,68.1,2022-12-10,0.0,26.101776,6.751758,0.0
22.05,68.25,2022-12-10,0.0,26.026794,6.9517584,0.0
22.05,68.4,2022-12-10,0.0,25.826782,7.151758,0.0
22.05,68.55,2022-12-10,0.0,25.301788,7.2017584,0.0
