latitude,longitude,valid_time_0,t2m_0,t2m_0_binned,si10_0,si10_0_binned,sde_0,sde_0_binned
22.05,60.0,2022-10-11,26.397186,25 to 30 C,2.900767,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.15,2022-10-11,27.097198,25 to 30 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.3,2022-10-11,27.347198,25 to 30 C,1.9007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.45,2022-10-11,27.372192,25 to 30 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.6,2022-10-11,27.347198,25 to 30 C,1.7257671,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.75,2022-10-11,27.397186,25 to 30 C,1.9507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.9,2022-10-11,27.372192,25 to 30 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.05,2022-10-11,27.347198,25 to 30 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.2,2022-10-11,27.447205,25 to 30 C,2.0007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.35,2022-10-11,27.397186,25 to 30 C,1.7757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.5,2022-10-11,27.497192,25 to 30 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.65,2022-10-11,27.597198,25 to 30 C,1.5507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.8,2022-10-11,27.572205,25 to 30 C,1.4257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.95,2022-10-11,27.572205,25 to 30 C,1.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.1,2022-10-11,27.397186,25 to 30 C,0.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.25,2022-10-11,27.222198,25 to 30 C,0.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.4,2022-10-11,27.04721,25 to 30 C,0.7507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.55,2022-10-11,26.972198,25 to 30 C,0.90076715,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.7,2022-10-11,26.947205,25 to 30 C,1.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.85,2022-10-11,26.897186,25 to 30 C,1.2757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.0,2022-10-11,26.947205,25 to 30 C,1.4757671,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.15,2022-10-11,26.997192,25 to 30 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.3,2022-10-11,27.072205,25 to 30 C,1.6007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.45,2022-10-11,27.147186,25 to 30 C,1.6007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.6,2022-10-11,27.247192,25 to 30 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.75,2022-10-11,27.347198,25 to 30 C,1.5007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.9,2022-10-11,27.447205,25 to 30 C,1.5007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.05,2022-10-11,27.497192,25 to 30 C,1.5007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.2,2022-10-11,27.54721,25 to 30 C,1.5507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.35,2022-10-11,27.472198,25 to 30 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.5,2022-10-11,27.472198,25 to 30 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.65,2022-10-11,27.497192,25 to 30 C,2.1257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.8,2022-10-11,27.572205,25 to 30 C,2.400767,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.95,2022-10-11,27.697205,25 to 30 C,2.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,65.1,2022-10-11,27.847198,25 to 30 C,2.900767,.1 to 5 m/s,0.0,0 to .1 m
22.05,65.25,2022-10-11,27.997192,25 to 30 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
22.05,65.4,2022-10-11,28.097198,25 to 30 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,65.55,2022-10-11,28.197205,25 to 30 C,3.0007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,65.7,2022-10-11,28.347198,25 to 30 C,2.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,65.85,2022-10-11,28.54721,25 to 30 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.0,2022-10-11,28.747192,25 to 30 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.15,2022-10-11,28.79721,25 to 30 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.3,2022-10-11,28.822205,25 to 30 C,2.825767,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.45,2022-10-11,28.847198,25 to 30 C,2.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.6,2022-10-11,28.897186,25 to 30 C,2.7257671,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.75,2022-10-11,28.897186,25 to 30 C,2.700767,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.9,2022-10-11,28.897186,25 to 30 C,2.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.05,2022-10-11,28.897186,25 to 30 C,2.6007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.2,2022-10-11,28.872192,25 to 30 C,2.5007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.35,2022-10-11,28.872192,25 to 30 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.5,2022-10-11,28.897186,25 to 30 C,2.2507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.65,2022-10-11,28.897186,25 to 30 C,2.1257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.8,2022-10-11,28.897186,25 to 30 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.95,2022-10-11,28.897186,25 to 30 C,1.9507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.1,2022-10-11,28.897186,25 to 30 C,1.9007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.25,2022-10-11,28.947205,25 to 30 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.4,2022-10-11,28.972198,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.55,2022-10-11,28.947205,25 to 30 C,1.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.7,2022-10-11,28.872192,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.85,2022-10-11,28.747192,25 to 30 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.0,2022-10-11,28.54721,25 to 30 C,1.7757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.15,2022-10-11,26.597198,25 to 30 C,1.0007671,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.3,2022-10-11,25.222198,25 to 30 C,0.65076715,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.45,2022-10-11,24.397186,20 to 25 C,0.70076716,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.6,2022-10-11,24.197205,20 to 25 C,0.97576714,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.75,2022-10-11,24.372192,20 to 25 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.9,2022-10-11,24.54721,20 to 25 C,1.3757671,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.05,2022-10-11,24.647186,20 to 25 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.2,2022-10-11,24.722198,20 to 25 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.35,2022-10-11,24.822205,20 to 25 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.5,2022-10-11,24.847198,20 to 25 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.65,2022-10-11,24.847198,20 to 25 C,2.1757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.8,2022-10-11,24.822205,20 to 25 C,2.1757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.95,2022-10-11,24.597198,20 to 25 C,2.1757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.1,2022-10-11,24.54721,20 to 25 C,2.5007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.25,2022-10-11,24.697205,20 to 25 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.4,2022-10-11,25.29721,25 to 30 C,3.575767,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.55,2022-10-11,25.54721,25 to 30 C,3.7507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.7,2022-10-11,25.497192,25 to 30 C,3.7507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.85,2022-10-11,25.372192,25 to 30 C,3.3507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.0,2022-10-11,25.29721,25 to 30 C,2.2507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.15,2022-10-11,25.447205,25 to 30 C,0.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.3,2022-10-11,26.897186,25 to 30 C,0.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.45,2022-10-11,28.122192,25 to 30 C,0.90076715,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.6,2022-10-11,27.497192,25 to 30 C,1.0257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.75,2022-10-11,26.697205,25 to 30 C,0.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.9,2022-10-11,25.847198,25 to 30 C,1.3757671,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.05,2022-10-11,25.447205,25 to 30 C,1.3757671,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.2,2022-10-11,25.972198,25 to 30 C,0.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.35,2022-10-11,25.397186,25 to 30 C,0.8757672,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.5,2022-10-11,24.822205,20 to 25 C,0.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.65,2022-10-11,24.372192,20 to 25 C,0.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.8,2022-10-11,24.29721,20 to 25 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.95,2022-10-11,23.822205,20 to 25 C,1.2507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.1,2022-10-11,23.222198,20 to 25 C,1.0257672,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.25,2022-10-11,22.697205,20 to 25 C,0.82576716,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.4,2022-10-11,22.497192,20 to 25 C,0.97576714,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.55,2022-10-11,22.847198,20 to 25 C,1.1257671,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.7,2022-10-11,23.29721,20 to 25 C,1.2507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.85,2022-10-11,23.647186,20 to 25 C,1.2507671,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.0,2022-10-11,23.822205,20 to 25 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.15,2022-10-11,23.54721,20 to 25 C,0.90076715,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.3,2022-10-11,23.222198,20 to 25 C,0.60076714,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.45,2022-10-11,23.122192,20 to 25 C,0.32576716,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.6,2022-10-11,23.447205,20 to 25 C,0.47576717,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.75,2022-10-11,23.747192,20 to 25 C,0.42576715,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.9,2022-10-11,24.122192,20 to 25 C,0.70076716,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.0,2022-10-11,25.972198,25 to 30 C,2.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.15,2022-10-11,26.947205,25 to 30 C,2.3757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.3,2022-10-11,27.347198,25 to 30 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.45,2022-10-11,27.447205,25 to 30 C,1.9007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.6,2022-10-11,27.447205,25 to 30 C,1.9007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.75,2022-10-11,27.447205,25 to 30 C,2.0007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.9,2022-10-11,27.447205,25 to 30 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.05,2022-10-11,27.397186,25 to 30 C,2.1757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.2,2022-10-11,27.397186,25 to 30 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.35,2022-10-11,27.397186,25 to 30 C,2.0007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.5,2022-10-11,27.397186,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.65,2022-10-11,27.397186,25 to 30 C,1.7257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.8,2022-10-11,27.372192,25 to 30 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.95,2022-10-11,27.29721,25 to 30 C,1.2757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.1,2022-10-11,27.247192,25 to 30 C,1.0507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.25,2022-10-11,27.247192,25 to 30 C,0.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.4,2022-10-11,27.122192,25 to 30 C,1.0007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.55,2022-10-11,27.072205,25 to 30 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.7,2022-10-11,27.04721,25 to 30 C,1.3257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.85,2022-10-11,26.997192,25 to 30 C,1.5007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.0,2022-10-11,27.04721,25 to 30 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.15,2022-10-11,27.097198,25 to 30 C,1.7257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.3,2022-10-11,27.147186,25 to 30 C,1.7257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.45,2022-10-11,27.29721,25 to 30 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.6,2022-10-11,27.497192,25 to 30 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.75,2022-10-11,27.597198,25 to 30 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.9,2022-10-11,27.622192,25 to 30 C,1.6007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.05,2022-10-11,27.647186,25 to 30 C,1.6007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.2,2022-10-11,27.79721,25 to 30 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.35,2022-10-11,27.722198,25 to 30 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.5,2022-10-11,27.697205,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.65,2022-10-11,27.647186,25 to 30 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.8,2022-10-11,27.597198,25 to 30 C,2.325767,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.95,2022-10-11,27.647186,25 to 30 C,2.6007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.1,2022-10-11,27.747192,25 to 30 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.25,2022-10-11,27.847198,25 to 30 C,3.075767,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.4,2022-10-11,27.997192,25 to 30 C,3.2507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.55,2022-10-11,28.147186,25 to 30 C,3.2257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.7,2022-10-11,28.322205,25 to 30 C,3.1757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.85,2022-10-11,28.472198,25 to 30 C,3.150767,.1 to 5 m/s,0.0,0 to .1 m
22.2,66.0,2022-10-11,28.597198,25 to 30 C,3.150767,.1 to 5 m/s,0.0,0 to .1 m
22.2,66.15,2022-10-11,28.647186,25 to 30 C,3.075767,.1 to 5 m/s,0.0,0 to .1 m
22.2,66.3,2022-10-11,28.697205,25 to 30 C,3.0007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,66.45,2022-10-11,28.79721,25 to 30 C,2.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,66.6,2022-10-11,28.847198,25 to 30 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
22.2,66.75,2022-10-11,28.872192,25 to 30 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
22.2,66.9,2022-10-11,28.897186,25 to 30 C,2.825767,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.05,2022-10-11,28.947205,25 to 30 C,2.775767,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.2,2022-10-11,28.997192,25 to 30 C,2.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.35,2022-10-11,28.997192,25 to 30 C,2.5507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.5,2022-10-11,29.04721,25 to 30 C,2.450767,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.65,2022-10-11,29.04721,25 to 30 C,2.325767,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.8,2022-10-11,29.04721,25 to 30 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.95,2022-10-11,29.04721,25 to 30 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.1,2022-10-11,29.04721,25 to 30 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.25,2022-10-11,29.04721,25 to 30 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.4,2022-10-11,28.972198,25 to 30 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.55,2022-10-11,28.897186,25 to 30 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.7,2022-10-11,28.897186,25 to 30 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.85,2022-10-11,28.54721,25 to 30 C,1.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.0,2022-10-11,27.372192,25 to 30 C,1.2257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.15,2022-10-11,25.722198,25 to 30 C,1.0007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.3,2022-10-11,24.822205,20 to 25 C,1.2257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.45,2022-10-11,24.447205,20 to 25 C,1.4757671,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.6,2022-10-11,24.322205,20 to 25 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.75,2022-10-11,24.447205,20 to 25 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.9,2022-10-11,24.647186,20 to 25 C,2.1257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.05,2022-10-11,24.872192,20 to 25 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.2,2022-10-11,24.997192,20 to 25 C,2.4757671,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.35,2022-10-11,25.147186,25 to 30 C,2.575767,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.5,2022-10-11,25.147186,25 to 30 C,2.5507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.65,2022-10-11,25.04721,25 to 30 C,2.450767,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.8,2022-10-11,24.897186,20 to 25 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.95,2022-10-11,24.597198,20 to 25 C,2.275767,.1 to 5 m/s,0.0,0 to .1 m
22.2,71.1,2022-10-11,24.447205,20 to 25 C,2.4757671,.1 to 5 m/s,0.0,0 to .1 m
22.2,71.25,2022-10-11,24.622192,20 to 25 C,2.9257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,71.4,2022-10-11,25.29721,25 to 30 C,3.4757671,.1 to 5 m/s,0.0,0 to .1 m
22.2,71.55,2022-10-11,25.572205,25 to 30 C,3.3757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,71.7,2022-10-11,25.647186,25 to 30 C,3.400767,.1 to 5 m/s,0.0,0 to .1 m
22.2,71.85,2022-10-11,25.722198,25 to 30 C,3.3507671,.1 to 5 m/s,0.0,0 to .1 m
22.2,72.0,2022-10-11,25.847198,25 to 30 C,2.950767,.1 to 5 m/s,0.0,0 to .1 m
22.2,72.15,2022-10-11,26.222198,25 to 30 C,1.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,72.3,2022-10-11,27.197205,25 to 30 C,0.07576716,0,0.0,0 to .1 m
22.2,72.45,2022-10-11,27.872192,25 to 30 C,0.52576715,.1 to 5 m/s,0.0,0 to .1 m
22.2,72.6,2022-10-11,27.397186,25 to 30 C,0.77576715,.1 to 5 m/s,0.0,0 to .1 m
22.2,72.75,2022-10-11,27.04721,25 to 30 C,0.70076716,.1 to 5 m/s,0.0,0 to .1 m
22.2,72.9,2022-10-11,26.497192,25 to 30 C,1.2257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,73.05,2022-10-11,26.072205,25 to 30 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,73.2,2022-10-11,26.072205,25 to 30 C,1.0507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,73.35,2022-10-11,25.247192,25 to 30 C,1.0257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,73.5,2022-10-11,24.622192,20 to 25 C,1.0007671,.1 to 5 m/s,0.0,0 to .1 m
22.2,73.65,2022-10-11,24.222198,20 to 25 C,0.7507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,73.8,2022-10-11,24.097198,20 to 25 C,0.47576717,.1 to 5 m/s,0.0,0 to .1 m
22.2,73.95,2022-10-11,23.747192,20 to 25 C,0.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,74.1,2022-10-11,23.222198,20 to 25 C,0.5507672,.1 to 5 m/s,0.0,0 to .1 m
22.2,74.25,2022-10-11,22.79721,20 to 25 C,0.52576715,.1 to 5 m/s,0.0,0 to .1 m
22.2,74.4,2022-10-11,22.622192,20 to 25 C,1.0257672,.1 to 5 m/s,0.0,0 to .1 m
22.2,74.55,2022-10-11,22.872192,20 to 25 C,1.1257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,74.7,2022-10-11,23.29721,20 to 25 C,1.2257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,74.85,2022-10-11,23.722198,20 to 25 C,1.1257671,.1 to 5 m/s,0.0,0 to .1 m
22.2,75.0,2022-10-11,24.04721,20 to 25 C,0.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.2,75.15,2022-10-11,24.097198,20 to 25 C,0.45076716,.1 to 5 m/s,0.0,0 to .1 m
22.2,75.3,2022-10-11,23.847198,20 to 25 C,0.25076717,.1 to 5 m/s,0.0,0 to .1 m
22.2,75.45,2022-10-11,23.597198,20 to 25 C,0.35076717,.1 to 5 m/s,0.0,0 to .1 m
22.2,75.6,2022-10-11,23.597198,20 to 25 C,0.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.2,75.75,2022-10-11,24.04721,20 to 25 C,0.60076714,.1 to 5 m/s,0.0,0 to .1 m
22.2,75.9,2022-10-11,24.397186,20 to 25 C,0.35076717,.1 to 5 m/s,0.0,0 to .1 m
22.35,60.0,2022-10-11,25.872192,25 to 30 C,2.325767,.1 to 5 m/s,0.0,0 to .1 m
22.35,60.15,2022-10-11,26.972198,25 to 30 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
22.35,60.3,2022-10-11,27.397186,25 to 30 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
22.35,60.45,2022-10-11,27.497192,25 to 30 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
22.35,60.6,2022-10-11,27.497192,25 to 30 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
22.35,60.75,2022-10-11,27.447205,25 to 30 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
22.35,60.9,2022-10-11,27.447205,25 to 30 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
22.35,61.05,2022-10-11,27.472198,25 to 30 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
22.35,61.2,2022-10-11,27.472198,25 to 30 C,2.1757672,.1 to 5 m/s,0.0,0 to .1 m
22.35,61.35,2022-10-11,27.622192,25 to 30 C,2.1257672,.1 to 5 m/s,0.0,0 to .1 m
22.35,61.5,2022-10-11,27.497192,25 to 30 C,2.0007672,.1 to 5 m/s,0.0,0 to .1 m
22.35,61.65,2022-10-11,27.347198,25 to 30 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.35,61.8,2022-10-11,27.347198,25 to 30 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
22.35,61.95,2022-10-11,27.197205,25 to 30 C,1.4507672,.1 to 5 m/s,0.0,0 to .1 m
22.35,62.1,2022-10-11,27.247192,25 to 30 C,1.2507671,.1 to 5 m/s,0.0,0 to .1 m
22.35,62.25,2022-10-11,27.322205,25 to 30 C,1.1257671,.1 to 5 m/s,0.0,0 to .1 m
22.35,62.4,2022-10-11,27.247192,25 to 30 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
22.35,62.55,2022-10-11,27.147186,25 to 30 C,1.3257672,.1 to 5 m/s,0.0,0 to .1 m
22.35,62.7,2022-10-11,27.122192,25 to 30 C,1.5007671,.1 to 5 m/s,0.0,0 to .1 m
22.35,62.85,2022-10-11,27.097198,25 to 30 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
22.35,63.0,2022-10-11,27.122192,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.35,63.15,2022-10-11,27.147186,25 to 30 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.35,63.3,2022-10-11,27.247192,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.35,63.45,2022-10-11,27.372192,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.35,63.6,2022-10-11,27.647186,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.35,63.75,2022-10-11,27.747192,25 to 30 C,1.8007672,.1 to 5 m/s,0.0,0 to .1 m
22.35,63.9,2022-10-11,27.79721,25 to 30 C,1.7757672,.1 to 5 m/s,0.0,0 to .1 m
22.35,64.05,2022-10-11,27.822205,25 to 30 C,1.7257671,.1 to 5 m/s,0.0,0 to .1 m
22.35,64.2,2022-10-11,27.972198,25 to 30 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
22.35,64.35,2022-10-11,27.997192,25 to 30 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
22.35,64.5,2022-10-11,27.997192,25 to 30 C,1.9007672,.1 to 5 m/s,0.0,0 to .1 m
