latitude,longitude,valid_time_0,t2m_0,t2m_0_binned,si10_0,si10_0_binned,sde_0,sde_0_binned
29.1,68.7,2022-10-11,21.397186,20 to 25 C,2.400767,.1 to 5 m/s,0.0,0 to .1 m
29.1,68.85,2022-10-11,20.222198,20 to 25 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
29.1,69.0,2022-10-11,20.322205,20 to 25 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
29.1,69.15,2022-10-11,19.947205,15 to 20 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
29.1,69.3,2022-10-11,19.497192,15 to 20 C,1.3757671,.1 to 5 m/s,0.0,0 to .1 m
29.1,69.45,2022-10-11,19.54721,15 to 20 C,1.1257671,.1 to 5 m/s,0.0,0 to .1 m
29.1,69.6,2022-10-11,20.597198,20 to 25 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,69.75,2022-10-11,23.122192,20 to 25 C,1.3507671,.1 to 5 m/s,0.0,0 to .1 m
29.1,69.9,2022-10-11,24.222198,20 to 25 C,0.90076715,.1 to 5 m/s,0.0,0 to .1 m
29.1,70.05,2022-10-11,24.122192,20 to 25 C,0.42576715,.1 to 5 m/s,0.0,0 to .1 m
29.1,70.2,2022-10-11,23.04721,20 to 25 C,0.12576716,.1 to 5 m/s,0.0,0 to .1 m
29.1,70.35,2022-10-11,22.997192,20 to 25 C,1.2007672,.1 to 5 m/s,0.0,0 to .1 m
29.1,70.5,2022-10-11,23.372192,20 to 25 C,2.2507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,70.65,2022-10-11,23.822205,20 to 25 C,2.900767,.1 to 5 m/s,0.0,0 to .1 m
29.1,70.8,2022-10-11,23.972198,20 to 25 C,2.900767,.1 to 5 m/s,0.0,0 to .1 m
29.1,70.95,2022-10-11,23.897186,20 to 25 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
29.1,71.1,2022-10-11,23.897186,20 to 25 C,2.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.1,71.25,2022-10-11,23.947205,20 to 25 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
29.1,71.4,2022-10-11,23.947205,20 to 25 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,71.55,2022-10-11,23.822205,20 to 25 C,3.150767,.1 to 5 m/s,0.0,0 to .1 m
29.1,71.7,2022-10-11,23.572205,20 to 25 C,3.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.1,71.85,2022-10-11,23.247192,20 to 25 C,3.2507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,72.0,2022-10-11,22.997192,20 to 25 C,3.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.1,72.15,2022-10-11,22.872192,20 to 25 C,3.075767,.1 to 5 m/s,0.0,0 to .1 m
29.1,72.3,2022-10-11,22.747192,20 to 25 C,2.950767,.1 to 5 m/s,0.0,0 to .1 m
29.1,72.45,2022-10-11,22.597198,20 to 25 C,2.8007672,.1 to 5 m/s,0.0,0 to .1 m
29.1,72.6,2022-10-11,22.347198,20 to 25 C,2.575767,.1 to 5 m/s,0.0,0 to .1 m
29.1,72.75,2022-10-11,22.122192,20 to 25 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
29.1,72.9,2022-10-11,21.972198,20 to 25 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.1,73.05,2022-10-11,21.822205,20 to 25 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.1,73.2,2022-10-11,21.647186,20 to 25 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.1,73.35,2022-10-11,21.622192,20 to 25 C,2.1257672,.1 to 5 m/s,0.0,0 to .1 m
29.1,73.5,2022-10-11,21.647186,20 to 25 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,73.65,2022-10-11,21.722198,20 to 25 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
29.1,73.8,2022-10-11,21.947205,20 to 25 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.1,73.95,2022-10-11,22.04721,20 to 25 C,1.8007672,.1 to 5 m/s,0.0,0 to .1 m
29.1,74.1,2022-10-11,21.972198,20 to 25 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,74.25,2022-10-11,21.822205,20 to 25 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
29.1,74.4,2022-10-11,21.647186,20 to 25 C,1.6007671,.1 to 5 m/s,0.0,0 to .1 m
29.1,74.55,2022-10-11,21.572205,20 to 25 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
29.1,74.7,2022-10-11,21.622192,20 to 25 C,1.9507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,74.85,2022-10-11,21.847198,20 to 25 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,75.0,2022-10-11,22.04721,20 to 25 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
29.1,75.15,2022-10-11,21.722198,20 to 25 C,1.7757672,.1 to 5 m/s,0.0,0 to .1 m
29.1,75.3,2022-10-11,21.472198,20 to 25 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
29.1,75.45,2022-10-11,21.397186,20 to 25 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
29.1,75.6,2022-10-11,21.647186,20 to 25 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
29.1,75.75,2022-10-11,21.872192,20 to 25 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
29.1,75.9,2022-10-11,22.04721,20 to 25 C,1.4757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,60.0,2022-10-11,18.04721,15 to 20 C,2.575767,.1 to 5 m/s,0.0,0 to .1 m
29.25,60.15,2022-10-11,8.697205,5 to 10 C,1.4507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,60.3,2022-10-11,6.5722046,5 to 10 C,1.4507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,60.45,2022-10-11,8.372192,5 to 10 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,60.6,2022-10-11,10.897186,10 to 15 C,1.5507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,60.75,2022-10-11,11.572205,10 to 15 C,0.52576715,.1 to 5 m/s,0.0,0 to .1 m
29.25,60.9,2022-10-11,12.322205,10 to 15 C,1.4757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,61.05,2022-10-11,12.872192,10 to 15 C,1.7757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,61.2,2022-10-11,13.072205,10 to 15 C,2.400767,.1 to 5 m/s,0.0,0 to .1 m
29.25,61.35,2022-10-11,15.372192,15 to 20 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
29.25,61.5,2022-10-11,18.322205,15 to 20 C,2.5507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,61.65,2022-10-11,19.597198,15 to 20 C,2.5007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,61.8,2022-10-11,17.097198,15 to 20 C,1.3257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,61.95,2022-10-11,17.472198,15 to 20 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,62.1,2022-10-11,16.872192,15 to 20 C,0.8757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,62.25,2022-10-11,16.447205,15 to 20 C,0.22576717,.1 to 5 m/s,0.0,0 to .1 m
29.25,62.4,2022-10-11,17.147186,15 to 20 C,1.2507671,.1 to 5 m/s,0.0,0 to .1 m
29.25,62.55,2022-10-11,16.872192,15 to 20 C,0.97576714,.1 to 5 m/s,0.0,0 to .1 m
29.25,62.7,2022-10-11,17.197205,15 to 20 C,0.45076716,.1 to 5 m/s,0.0,0 to .1 m
29.25,62.85,2022-10-11,16.347198,15 to 20 C,2.0007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,63.0,2022-10-11,12.7221985,10 to 15 C,2.775767,.1 to 5 m/s,0.0,0 to .1 m
29.25,63.15,2022-10-11,14.447205,10 to 15 C,2.2507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,63.3,2022-10-11,15.3471985,15 to 20 C,2.8007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,63.45,2022-10-11,15.147186,15 to 20 C,2.6257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,63.6,2022-10-11,13.5971985,10 to 15 C,2.575767,.1 to 5 m/s,0.0,0 to .1 m
29.25,63.75,2022-10-11,13.4721985,10 to 15 C,2.275767,.1 to 5 m/s,0.0,0 to .1 m
29.25,63.9,2022-10-11,13.572205,10 to 15 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.25,64.05,2022-10-11,13.997192,10 to 15 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.25,64.2,2022-10-11,14.822205,10 to 15 C,2.325767,.1 to 5 m/s,0.0,0 to .1 m
29.25,64.35,2022-10-11,15.7221985,15 to 20 C,2.700767,.1 to 5 m/s,0.0,0 to .1 m
29.25,64.5,2022-10-11,15.3471985,15 to 20 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.25,64.65,2022-10-11,13.797211,10 to 15 C,1.3757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,64.8,2022-10-11,11.2221985,10 to 15 C,0.8007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,64.95,2022-10-11,11.372192,10 to 15 C,0.90076715,.1 to 5 m/s,0.0,0 to .1 m
29.25,65.1,2022-10-11,11.122192,10 to 15 C,0.90076715,.1 to 5 m/s,0.0,0 to .1 m
29.25,65.25,2022-10-11,10.697205,10 to 15 C,0.77576715,.1 to 5 m/s,0.0,0 to .1 m
29.25,65.4,2022-10-11,10.197205,10 to 15 C,0.57576716,.1 to 5 m/s,0.0,0 to .1 m
29.25,65.55,2022-10-11,10.872192,10 to 15 C,0.15076716,.1 to 5 m/s,0.0,0 to .1 m
29.25,65.7,2022-10-11,11.897186,10 to 15 C,0.60076714,.1 to 5 m/s,0.0,0 to .1 m
29.25,65.85,2022-10-11,12.997192,10 to 15 C,1.2007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,66.0,2022-10-11,13.822205,10 to 15 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.25,66.15,2022-10-11,7.5971985,5 to 10 C,0.97576714,.1 to 5 m/s,0.0,0 to .1 m
29.25,66.3,2022-10-11,4.5971985,0 to 5 C,1.4257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,66.45,2022-10-11,4.0722046,0 to 5 C,2.0007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,66.6,2022-10-11,5.3721924,5 to 10 C,1.9007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,66.75,2022-10-11,4.8971863,0 to 5 C,1.1257671,.1 to 5 m/s,0.0,0 to .1 m
29.25,66.9,2022-10-11,5.4721985,5 to 10 C,1.3257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,67.05,2022-10-11,7.6972046,5 to 10 C,1.7757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,67.2,2022-10-11,12.197205,10 to 15 C,2.1757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,67.35,2022-10-11,21.697205,20 to 25 C,3.4757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,67.5,2022-10-11,23.947205,20 to 25 C,2.950767,.1 to 5 m/s,0.0,0 to .1 m
29.25,67.65,2022-10-11,22.54721,20 to 25 C,2.1257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,67.8,2022-10-11,21.097198,20 to 25 C,3.4757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,67.95,2022-10-11,20.722198,20 to 25 C,2.825767,.1 to 5 m/s,0.0,0 to .1 m
29.25,68.1,2022-10-11,21.29721,20 to 25 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,68.25,2022-10-11,22.79721,20 to 25 C,1.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.25,68.4,2022-10-11,25.097198,25 to 30 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
29.25,68.55,2022-10-11,22.947205,20 to 25 C,2.1757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,68.7,2022-10-11,20.947205,20 to 25 C,2.2507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,68.85,2022-10-11,18.997192,15 to 20 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.25,69.0,2022-10-11,16.997192,15 to 20 C,1.4757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,69.15,2022-10-11,17.097198,15 to 20 C,0.77576715,.1 to 5 m/s,0.0,0 to .1 m
29.25,69.3,2022-10-11,17.247192,15 to 20 C,0.82576716,.1 to 5 m/s,0.0,0 to .1 m
29.25,69.45,2022-10-11,17.447205,15 to 20 C,0.7507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,69.6,2022-10-11,17.747192,15 to 20 C,0.42576715,.1 to 5 m/s,0.0,0 to .1 m
29.25,69.75,2022-10-11,20.79721,20 to 25 C,1.4757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,69.9,2022-10-11,22.872192,20 to 25 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,70.05,2022-10-11,23.897186,20 to 25 C,1.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.25,70.2,2022-10-11,23.79721,20 to 25 C,0.45076716,.1 to 5 m/s,0.0,0 to .1 m
29.25,70.35,2022-10-11,23.447205,20 to 25 C,0.70076716,.1 to 5 m/s,0.0,0 to .1 m
29.25,70.5,2022-10-11,23.597198,20 to 25 C,1.8757671,.1 to 5 m/s,0.0,0 to .1 m
29.25,70.65,2022-10-11,23.947205,20 to 25 C,2.7257671,.1 to 5 m/s,0.0,0 to .1 m
29.25,70.8,2022-10-11,24.097198,20 to 25 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,70.95,2022-10-11,24.097198,20 to 25 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
29.25,71.1,2022-10-11,24.122192,20 to 25 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
29.25,71.25,2022-10-11,24.097198,20 to 25 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
29.25,71.4,2022-10-11,23.972198,20 to 25 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
29.25,71.55,2022-10-11,23.847198,20 to 25 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,71.7,2022-10-11,23.597198,20 to 25 C,3.150767,.1 to 5 m/s,0.0,0 to .1 m
29.25,71.85,2022-10-11,23.29721,20 to 25 C,3.2507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,72.0,2022-10-11,22.972198,20 to 25 C,3.275767,.1 to 5 m/s,0.0,0 to .1 m
29.25,72.15,2022-10-11,22.822205,20 to 25 C,3.1257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,72.3,2022-10-11,22.647186,20 to 25 C,2.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,72.45,2022-10-11,22.472198,20 to 25 C,2.775767,.1 to 5 m/s,0.0,0 to .1 m
29.25,72.6,2022-10-11,22.222198,20 to 25 C,2.6007671,.1 to 5 m/s,0.0,0 to .1 m
29.25,72.75,2022-10-11,22.04721,20 to 25 C,2.450767,.1 to 5 m/s,0.0,0 to .1 m
29.25,72.9,2022-10-11,21.897186,20 to 25 C,2.3757672,.1 to 5 m/s,0.0,0 to .1 m
29.25,73.05,2022-10-11,21.79721,20 to 25 C,2.3507671,.1 to 5 m/s,0.0,0 to .1 m
29.25,73.2,2022-10-11,21.622192,20 to 25 C,2.325767,.1 to 5 m/s,0.0,0 to .1 m
29.25,73.35,2022-10-11,21.622192,20 to 25 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.25,73.5,2022-10-11,21.722198,20 to 25 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.25,73.65,2022-10-11,21.872192,20 to 25 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.25,73.8,2022-10-11,22.04721,20 to 25 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.25,73.95,2022-10-11,21.847198,20 to 25 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,74.1,2022-10-11,21.572205,20 to 25 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,74.25,2022-10-11,21.247192,20 to 25 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,74.4,2022-10-11,20.947205,20 to 25 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
29.25,74.55,2022-10-11,20.872192,20 to 25 C,1.8257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,74.7,2022-10-11,20.897186,20 to 25 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.25,74.85,2022-10-11,21.122192,20 to 25 C,1.9507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,75.0,2022-10-11,21.572205,20 to 25 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,75.15,2022-10-11,21.372192,20 to 25 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.25,75.3,2022-10-11,21.097198,20 to 25 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.25,75.45,2022-10-11,20.972198,20 to 25 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.25,75.6,2022-10-11,21.247192,20 to 25 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.25,75.75,2022-10-11,21.472198,20 to 25 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
29.25,75.9,2022-10-11,21.647186,20 to 25 C,2.0007672,.1 to 5 m/s,0.0,0 to .1 m
29.4,60.0,2022-10-11,18.597198,15 to 20 C,2.3757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,60.15,2022-10-11,11.4721985,10 to 15 C,2.450767,.1 to 5 m/s,0.0,0 to .1 m
29.4,60.3,2022-10-11,9.297211,5 to 10 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.4,60.45,2022-10-11,10.572205,10 to 15 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,60.6,2022-10-11,13.747192,10 to 15 C,1.5507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,60.75,2022-10-11,12.3471985,10 to 15 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,60.9,2022-10-11,10.247192,10 to 15 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,61.05,2022-10-11,9.697205,5 to 10 C,0.82576716,.1 to 5 m/s,0.0,0 to .1 m
29.4,61.2,2022-10-11,12.797211,10 to 15 C,1.1507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,61.35,2022-10-11,16.822205,15 to 20 C,1.5757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,61.5,2022-10-11,19.647186,15 to 20 C,2.325767,.1 to 5 m/s,0.0,0 to .1 m
29.4,61.65,2022-10-11,19.972198,15 to 20 C,2.2507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,61.8,2022-10-11,16.472198,15 to 20 C,1.5507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,61.95,2022-10-11,18.447205,15 to 20 C,1.6007671,.1 to 5 m/s,0.0,0 to .1 m
29.4,62.1,2022-10-11,17.722198,15 to 20 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,62.25,2022-10-11,16.647186,15 to 20 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.4,62.4,2022-10-11,17.497192,15 to 20 C,1.7007672,.1 to 5 m/s,0.0,0 to .1 m
29.4,62.55,2022-10-11,17.747192,15 to 20 C,1.7757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,62.7,2022-10-11,17.04721,15 to 20 C,1.7257671,.1 to 5 m/s,0.0,0 to .1 m
29.4,62.85,2022-10-11,14.822205,10 to 15 C,1.4257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,63.0,2022-10-11,10.7221985,10 to 15 C,0.65076715,.1 to 5 m/s,0.0,0 to .1 m
29.4,63.15,2022-10-11,14.9721985,10 to 15 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,63.3,2022-10-11,15.047211,15 to 20 C,2.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,63.45,2022-10-11,13.372192,10 to 15 C,1.2507671,.1 to 5 m/s,0.0,0 to .1 m
29.4,63.6,2022-10-11,12.447205,10 to 15 C,0.7507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,63.75,2022-10-11,11.997192,10 to 15 C,0.42576715,.1 to 5 m/s,0.0,0 to .1 m
29.4,63.9,2022-10-11,11.9721985,10 to 15 C,0.32576716,.1 to 5 m/s,0.0,0 to .1 m
29.4,64.05,2022-10-11,12.3471985,10 to 15 C,0.47576717,.1 to 5 m/s,0.0,0 to .1 m
29.4,64.2,2022-10-11,13.247192,10 to 15 C,1.0007671,.1 to 5 m/s,0.0,0 to .1 m
29.4,64.35,2022-10-11,15.247192,15 to 20 C,2.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.4,64.5,2022-10-11,16.397186,15 to 20 C,2.325767,.1 to 5 m/s,0.0,0 to .1 m
29.4,64.65,2022-10-11,15.797211,15 to 20 C,1.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,64.8,2022-10-11,12.547211,10 to 15 C,1.2507671,.1 to 5 m/s,0.0,0 to .1 m
29.4,64.95,2022-10-11,11.397186,10 to 15 C,1.1007671,.1 to 5 m/s,0.0,0 to .1 m
29.4,65.1,2022-10-11,11.297211,10 to 15 C,1.0257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,65.25,2022-10-11,11.372192,10 to 15 C,1.0257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,65.4,2022-10-11,10.872192,10 to 15 C,1.2007672,.1 to 5 m/s,0.0,0 to .1 m
29.4,65.55,2022-10-11,10.372192,10 to 15 C,0.9257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,65.7,2022-10-11,10.297211,10 to 15 C,0.57576716,.1 to 5 m/s,0.0,0 to .1 m
29.4,65.85,2022-10-11,11.3471985,10 to 15 C,0.20076716,.1 to 5 m/s,0.0,0 to .1 m
29.4,66.0,2022-10-11,14.3471985,10 to 15 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,66.15,2022-10-11,10.197205,10 to 15 C,1.6757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,66.3,2022-10-11,6.2471924,5 to 10 C,2.025767,.1 to 5 m/s,0.0,0 to .1 m
29.4,66.45,2022-10-11,4.1471863,0 to 5 C,2.150767,.1 to 5 m/s,0.0,0 to .1 m
29.4,66.6,2022-10-11,5.6221924,5 to 10 C,1.6507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,66.75,2022-10-11,5.8471985,5 to 10 C,0.60076714,.1 to 5 m/s,0.0,0 to .1 m
29.4,66.9,2022-10-11,5.3222046,5 to 10 C,0.97576714,.1 to 5 m/s,0.0,0 to .1 m
29.4,67.05,2022-10-11,6.1972046,5 to 10 C,1.4757671,.1 to 5 m/s,0.0,0 to .1 m
29.4,67.2,2022-10-11,10.547211,10 to 15 C,1.9507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,67.35,2022-10-11,21.322205,20 to 25 C,3.6757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,67.5,2022-10-11,23.697205,20 to 25 C,3.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.4,67.65,2022-10-11,21.79721,20 to 25 C,2.3757672,.1 to 5 m/s,0.0,0 to .1 m
29.4,67.8,2022-10-11,19.747192,15 to 20 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,67.95,2022-10-11,20.222198,20 to 25 C,2.5007672,.1 to 5 m/s,0.0,0 to .1 m
29.4,68.1,2022-10-11,21.472198,20 to 25 C,1.3507671,.1 to 5 m/s,0.0,0 to .1 m
29.4,68.25,2022-10-11,22.997192,20 to 25 C,0.97576714,.1 to 5 m/s,0.0,0 to .1 m
29.4,68.4,2022-10-11,24.322205,20 to 25 C,1.8007672,.1 to 5 m/s,0.0,0 to .1 m
29.4,68.55,2022-10-11,21.447205,20 to 25 C,2.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.4,68.7,2022-10-11,18.622192,15 to 20 C,1.7257671,.1 to 5 m/s,0.0,0 to .1 m
29.4,68.85,2022-10-11,16.197205,15 to 20 C,1.1257671,.1 to 5 m/s,0.0,0 to .1 m
29.4,69.0,2022-10-11,14.322205,10 to 15 C,0.52576715,.1 to 5 m/s,0.0,0 to .1 m
29.4,69.15,2022-10-11,15.5971985,15 to 20 C,0.15076716,.1 to 5 m/s,0.0,0 to .1 m
29.4,69.3,2022-10-11,16.222198,15 to 20 C,0.30076715,.1 to 5 m/s,0.0,0 to .1 m
29.4,69.45,2022-10-11,16.572205,15 to 20 C,0.47576717,.1 to 5 m/s,0.0,0 to .1 m
29.4,69.6,2022-10-11,16.997192,15 to 20 C,0.25076717,.1 to 5 m/s,0.0,0 to .1 m
29.4,69.75,2022-10-11,19.397186,15 to 20 C,1.0257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,69.9,2022-10-11,21.822205,20 to 25 C,1.4257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,70.05,2022-10-11,23.722198,20 to 25 C,1.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.4,70.2,2022-10-11,24.572205,20 to 25 C,0.32576716,.1 to 5 m/s,0.0,0 to .1 m
29.4,70.35,2022-10-11,23.79721,20 to 25 C,0.52576715,.1 to 5 m/s,0.0,0 to .1 m
29.4,70.5,2022-10-11,23.647186,20 to 25 C,1.4507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,70.65,2022-10-11,23.847198,20 to 25 C,2.2507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,70.8,2022-10-11,24.04721,20 to 25 C,2.825767,.1 to 5 m/s,0.0,0 to .1 m
29.4,70.95,2022-10-11,24.147186,20 to 25 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,71.1,2022-10-11,24.197205,20 to 25 C,3.1257672,.1 to 5 m/s,0.0,0 to .1 m
29.4,71.25,2022-10-11,24.122192,20 to 25 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,71.4,2022-10-11,24.04721,20 to 25 C,3.0007672,.1 to 5 m/s,0.0,0 to .1 m
29.4,71.55,2022-10-11,23.872192,20 to 25 C,2.950767,.1 to 5 m/s,0.0,0 to .1 m
29.4,71.7,2022-10-11,23.622192,20 to 25 C,3.025767,.1 to 5 m/s,0.0,0 to .1 m
29.4,71.85,2022-10-11,23.322205,20 to 25 C,3.150767,.1 to 5 m/s,0.0,0 to .1 m
29.4,72.0,2022-10-11,22.997192,20 to 25 C,3.275767,.1 to 5 m/s,0.0,0 to .1 m
29.4,72.15,2022-10-11,22.872192,20 to 25 C,3.2257671,.1 to 5 m/s,0.0,0 to .1 m
29.4,72.3,2022-10-11,22.697205,20 to 25 C,3.0507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,72.45,2022-10-11,22.447205,20 to 25 C,2.8507671,.1 to 5 m/s,0.0,0 to .1 m
29.4,72.6,2022-10-11,22.147186,20 to 25 C,2.700767,.1 to 5 m/s,0.0,0 to .1 m
29.4,72.75,2022-10-11,22.04721,20 to 25 C,2.5507672,.1 to 5 m/s,0.0,0 to .1 m
29.4,72.9,2022-10-11,21.997192,20 to 25 C,2.450767,.1 to 5 m/s,0.0,0 to .1 m
29.4,73.05,2022-10-11,21.947205,20 to 25 C,2.3757672,.1 to 5 m/s,0.0,0 to .1 m
