latitude,longitude,valid_time_168,prate_168,prate_168_binned,t2m_168,t2m_168_binned,si10_168,si10_168_binned,sde_168,sde_168_binned
22.05,60.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,25.995056,25 to 30 C,5.003215,5 to 10 m/s,0.0,0 to .1 m
22.05,60.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,26.545044,25 to 30 C,5.003215,5 to 10 m/s,0.0,0 to .1 m
22.05,60.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.02005,25 to 30 C,4.753215,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.39505,25 to 30 C,4.4532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.620056,25 to 30 C,4.003215,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.64505,25 to 30 C,3.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,60.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.620056,25 to 30 C,3.1032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.570038,25 to 30 C,2.7032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.570038,25 to 30 C,2.4532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.52005,25 to 30 C,2.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.445038,25 to 30 C,1.9532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.39505,25 to 30 C,1.7532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.320038,25 to 30 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,61.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.170044,25 to 30 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.120056,25 to 30 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.070038,25 to 30 C,1.4032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.14505,25 to 30 C,1.4032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,62.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.295044,25 to 30 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.320038,25 to 30 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.27005,25 to 30 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.295044,25 to 30 C,1.7532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.320038,25 to 30 C,1.9532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.370056,25 to 30 C,2.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.370056,25 to 30 C,2.4532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,63.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.39505,25 to 30 C,2.7032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.445038,25 to 30 C,3.0032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.570038,25 to 30 C,3.3032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.620056,25 to 30 C,3.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.670044,25 to 30 C,3.8032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.77005,25 to 30 C,4.0532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.89505,25 to 30 C,4.3032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,64.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.945038,25 to 30 C,4.6532145,.1 to 5 m/s,0.0,0 to .1 m
22.05,65.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.995056,25 to 30 C,5.003215,5 to 10 m/s,0.0,0 to .1 m
22.05,65.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.045044,25 to 30 C,5.4032145,5 to 10 m/s,0.0,0 to .1 m
22.05,65.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.070038,25 to 30 C,5.8032146,5 to 10 m/s,0.0,0 to .1 m
22.05,65.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.170044,25 to 30 C,6.1532145,5 to 10 m/s,0.0,0 to .1 m
22.05,65.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.27005,25 to 30 C,6.503215,5 to 10 m/s,0.0,0 to .1 m
22.05,65.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.39505,25 to 30 C,6.753215,5 to 10 m/s,0.0,0 to .1 m
22.05,66.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.52005,25 to 30 C,7.003215,5 to 10 m/s,0.0,0 to .1 m
22.05,66.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,6.5532146,5 to 10 m/s,0.0,0 to .1 m
22.05,66.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.670044,25 to 30 C,6.003215,5 to 10 m/s,0.0,0 to .1 m
22.05,66.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.670044,25 to 30 C,5.4032145,5 to 10 m/s,0.0,0 to .1 m
22.05,66.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,5.003215,5 to 10 m/s,0.0,0 to .1 m
22.05,66.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,4.8032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,66.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,4.6532145,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,4.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.620056,25 to 30 C,4.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.545044,25 to 30 C,4.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.52005,25 to 30 C,4.6532145,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.52005,25 to 30 C,4.7032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.52005,25 to 30 C,4.8032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,67.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.545044,25 to 30 C,5.003215,5 to 10 m/s,0.0,0 to .1 m
22.05,68.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.620056,25 to 30 C,5.1532145,5 to 10 m/s,0.0,0 to .1 m
22.05,68.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.695038,25 to 30 C,5.253215,5 to 10 m/s,0.0,0 to .1 m
22.05,68.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.745056,25 to 30 C,5.1532145,5 to 10 m/s,0.0,0 to .1 m
22.05,68.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.820038,25 to 30 C,4.6532145,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.670044,25 to 30 C,3.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,68.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.920044,25 to 30 C,2.4532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,26.195038,25 to 30 C,2.2532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,21.995056,20 to 25 C,1.8532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.445038,15 to 20 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.02005,15 to 20 C,1.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,17.170044,15 to 20 C,1.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.170044,15 to 20 C,1.3532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,69.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.045044,15 to 20 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.545044,15 to 20 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.495056,15 to 20 C,1.3532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.14505,15 to 20 C,1.3032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.27005,15 to 20 C,1.3532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.545044,15 to 20 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.670044,15 to 20 C,1.7532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,70.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.27005,15 to 20 C,1.8032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.02005,15 to 20 C,1.7532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.920044,15 to 20 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.070038,15 to 20 C,1.1532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.64505,15 to 20 C,1.3532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,17.995056,15 to 20 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,71.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,17.27005,15 to 20 C,1.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,16.495056,15 to 20 C,1.8532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.14505,15 to 20 C,2.4032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,22.420044,20 to 25 C,2.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,23.695038,20 to 25 C,2.9032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,20.420044,20 to 25 C,2.4532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.195038,15 to 20 C,2.0532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,72.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,17.170044,15 to 20 C,2.2532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,17.14505,15 to 20 C,2.7532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.02005,15 to 20 C,3.4032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,17.195038,15 to 20 C,3.1032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,16.045044,15 to 20 C,2.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,15.045044,15 to 20 C,2.2532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,14.670044,10 to 15 C,2.1032147,.1 to 5 m/s,0.0,0 to .1 m
22.05,73.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,15.295044,15 to 20 C,2.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,15.420044,15 to 20 C,2.0532146,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,15.445038,15 to 20 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,15.945038,15 to 20 C,1.1032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,16.295044,15 to 20 C,0.75321466,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,16.320038,15 to 20 C,0.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.05,74.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,16.14505,15 to 20 C,0.50321466,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,15.795044,15 to 20 C,0.45321465,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,15.295044,15 to 20 C,0.65321463,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,14.945038,10 to 15 C,0.65321463,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,14.795044,10 to 15 C,0.65321463,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,14.745056,10 to 15 C,0.70321465,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,14.045044,10 to 15 C,0.75321466,.1 to 5 m/s,0.0,0 to .1 m
22.05,75.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,13.695038,10 to 15 C,0.75321466,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,26.195038,25 to 30 C,4.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,26.545044,25 to 30 C,4.753215,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,26.945038,25 to 30 C,4.7032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.320038,25 to 30 C,4.503215,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.570038,25 to 30 C,4.1032147,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.64505,25 to 30 C,3.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,60.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.64505,25 to 30 C,3.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.620056,25 to 30 C,2.8532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.570038,25 to 30 C,2.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.52005,25 to 30 C,2.3032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.445038,25 to 30 C,2.1032147,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.39505,25 to 30 C,1.9532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.295044,25 to 30 C,1.8032147,.1 to 5 m/s,0.0,0 to .1 m
22.2,61.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,1.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.170044,25 to 30 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.120056,25 to 30 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.070038,25 to 30 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.120056,25 to 30 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.170044,25 to 30 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,62.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.195038,25 to 30 C,1.6032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.195038,25 to 30 C,1.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,1.7532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,1.9532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.195038,25 to 30 C,2.0532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,63.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.245056,25 to 30 C,2.3032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.320038,25 to 30 C,2.6532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.52005,25 to 30 C,3.0032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.570038,25 to 30 C,3.3532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.64505,25 to 30 C,3.6032147,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.695038,25 to 30 C,3.8532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.795044,25 to 30 C,4.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,64.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.870056,25 to 30 C,4.503215,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.920044,25 to 30 C,4.8032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,65.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.995056,25 to 30 C,5.1532145,5 to 10 m/s,0.0,0 to .1 m
22.2,65.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.045044,25 to 30 C,5.5532146,5 to 10 m/s,0.0,0 to .1 m
22.2,65.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.120056,25 to 30 C,5.9032145,5 to 10 m/s,0.0,0 to .1 m
22.2,65.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.245056,25 to 30 C,6.3532147,5 to 10 m/s,0.0,0 to .1 m
22.2,65.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.370056,25 to 30 C,6.753215,5 to 10 m/s,0.0,0 to .1 m
22.2,66.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.445038,25 to 30 C,7.1532145,5 to 10 m/s,0.0,0 to .1 m
22.2,66.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.545044,25 to 30 C,6.9532146,5 to 10 m/s,0.0,0 to .1 m
22.2,66.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.620056,25 to 30 C,6.3532147,5 to 10 m/s,0.0,0 to .1 m
22.2,66.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,5.8532147,5 to 10 m/s,0.0,0 to .1 m
22.2,66.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,5.4032145,5 to 10 m/s,0.0,0 to .1 m
22.2,66.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,5.1032147,5 to 10 m/s,0.0,0 to .1 m
22.2,66.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,4.8032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,4.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.570038,25 to 30 C,4.4532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.35,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.52005,25 to 30 C,4.3532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.5,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.495056,25 to 30 C,4.3532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.65,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.445038,25 to 30 C,4.4532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.8,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.445038,25 to 30 C,4.503215,.1 to 5 m/s,0.0,0 to .1 m
22.2,67.95,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.445038,25 to 30 C,4.5532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.1,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.52005,25 to 30 C,4.8032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.25,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.570038,25 to 30 C,5.1032147,5 to 10 m/s,0.0,0 to .1 m
22.2,68.4,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.620056,25 to 30 C,5.1032147,5 to 10 m/s,0.0,0 to .1 m
22.2,68.55,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.695038,25 to 30 C,4.6532145,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.7,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,28.64505,25 to 30 C,3.8532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,68.85,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,27.695038,25 to 30 C,2.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.0,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,25.170044,25 to 30 C,1.5032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.15,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,22.14505,20 to 25 C,1.3532146,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.3,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,20.320038,20 to 25 C,1.4032147,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.45,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.195038,15 to 20 C,1.4032147,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.6,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.420044,15 to 20 C,1.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.75,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,18.445038,15 to 20 C,1.0532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,69.9,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.170044,15 to 20 C,1.2032146,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.05,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.920044,15 to 20 C,1.5532147,.1 to 5 m/s,0.0,0 to .1 m
22.2,70.2,2022-10-18,0.0,0 to .0001 kg m-2 sec-1,19.945038,15 to 20 C,1.8532146,.1 to 5 m/s,0.0,0 to .1 m
