latitude,longitude,valid_time_3,prate_3,t2m_3,si10_3,sde_3
22.05,60.0,2022-12-12 15:00:00,0.0,25.57782,4.5513954,0.0
22.05,60.15,2022-12-12 15:00:00,0.0,25.677826,4.5513954,0.0
22.05,60.3,2022-12-12 15:00:00,0.0,25.777802,4.5513954,0.0
22.05,60.45,2022-12-12 15:00:00,0.0,25.852814,4.5513954,0.0
22.05,60.6,2022-12-12 15:00:00,0.0,25.852814,4.5513954,0.0
22.05,60.75,2022-12-12 15:00:00,0.0,25.777802,4.5513954,0.0
22.05,60.9,2022-12-12 15:00:00,0.0,25.70282,4.6513953,0.0
22.05,61.05,2022-12-12 15:00:00,0.0,25.502808,4.8513956,0.0
22.05,61.2,2022-12-12 15:00:00,0.0,25.32782,5.2013955,0.0
22.05,61.35,2022-12-12 15:00:00,0.0,25.20282,5.2513957,0.0
22.05,61.5,2022-12-12 15:00:00,0.0,25.20282,5.2513957,0.0
22.05,61.65,2022-12-12 15:00:00,0.0,25.227814,5.2513957,0.0
22.05,61.8,2022-12-12 15:00:00,0.0,25.352814,5.2513957,0.0
22.05,61.95,2022-12-12 15:00:00,0.0,25.45282,5.1513953,0.0
22.05,62.1,2022-12-12 15:00:00,0.0,25.502808,5.0513954,0.0
22.05,62.25,2022-12-12 15:00:00,0.0,25.602814,5.0013957,0.0
22.05,62.4,2022-12-12 15:00:00,0.0,25.627808,5.0013957,0.0
22.05,62.55,2022-12-12 15:00:00,0.0,25.70282,5.0513954,0.0
22.05,62.7,2022-12-12 15:00:00,0.0,25.727814,5.2513957,0.0
22.05,62.85,2022-12-12 15:00:00,0.0,25.727814,5.5513954,0.0
22.05,63.0,2022-12-12 15:00:00,0.0,25.70282,5.8513956,0.0
22.05,63.15,2022-12-12 15:00:00,0.0,25.677826,6.0513954,0.0
22.05,63.3,2022-12-12 15:00:00,0.0,25.677826,6.1013956,0.0
22.05,63.45,2022-12-12 15:00:00,0.0,25.727814,6.1013956,0.0
22.05,63.6,2022-12-12 15:00:00,0.0,25.752808,6.1013956,0.0
22.05,63.75,2022-12-12 15:00:00,0.0,25.82782,6.1013956,0.0
22.05,63.9,2022-12-12 15:00:00,0.0,25.852814,6.1013956,0.0
22.05,64.05,2022-12-12 15:00:00,0.0,25.82782,6.1513953,0.0
22.05,64.2,2022-12-12 15:00:00,0.0,25.70282,6.2513957,0.0
22.05,64.35,2022-12-12 15:00:00,0.0,25.602814,6.3513956,0.0
22.05,64.5,2022-12-12 15:00:00,0.0,25.502808,6.4513955,0.0
22.05,64.65,2022-12-12 15:00:00,0.0,25.477814,6.6013956,0.0
22.05,64.8,2022-12-12 15:00:00,0.0,25.427826,6.7513957,0.0
22.05,64.95,2022-12-12 15:00:00,0.0,25.377808,6.9013953,0.0
