latitude,longitude,valid_time_18,prate_18,t2m_18,si10_18,sde_18
22.05,60.0,2022-12-23 06:00:00,0.0,24.051147,2.7020254,0.0
22.05,60.15,2022-12-23 06:00:00,0.0,24.351166,2.0520253,0.0
22.05,60.3,2022-12-23 06:00:00,0.0,24.576141,2.0020254,0.0
22.05,60.45,2022-12-23 06:00:00,0.0,24.701141,2.5520253,0.0
22.05,60.6,2022-12-23 06:00:00,0.0,24.75116,3.3020253,0.0
22.05,60.75,2022-12-23 06:00:00,0.0,24.75116,3.8020253,0.0
22.05,60.9,2022-12-23 06:00:00,0.0,24.75116,4.3020253,0.0
22.05,61.05,2022-12-23 06:00:00,0.0,24.726166,4.7020254,0.0
22.05,61.2,2022-12-23 06:00:00,0.0,24.701141,4.902025,0.0
22.05,61.35,2022-12-23 06:00:00,0.0,24.676147,4.902025,0.0
22.05,61.5,2022-12-23 06:00:00,0.0,24.676147,4.8020253,0.0
22.05,61.65,2022-12-23 06:00:00,0.0,24.676147,4.752025,0.0
22.05,61.8,2022-12-23 06:00:00,0.0,24.701141,4.752025,0.0
22.05,61.95,2022-12-23 06:00:00,0.0,24.726166,4.8020253,0.0
22.05,62.1,2022-12-23 06:00:00,0.0,24.726166,4.902025,0.0
22.05,62.25,2022-12-23 06:00:00,0.0,24.701141,5.1020255,0.0
22.05,62.4,2022-12-23 06:00:00,0.0,24.676147,5.3520255,0.0
22.05,62.55,2022-12-23 06:00:00,0.0,24.676147,5.5520253,0.0
22.05,62.7,2022-12-23 06:00:00,0.0,24.62616,5.8020253,0.0
22.05,62.85,2022-12-23 06:00:00,0.0,24.62616,6.002025,0.0
22.05,63.0,2022-12-23 06:00:00,0.0,24.601166,6.1020255,0.0
22.05,63.15,2022-12-23 06:00:00,0.0,24.62616,6.3020253,0.0
22.05,63.3,2022-12-23 06:00:00,0.0,24.62616,6.502025,0.0
22.05,63.45,2022-12-23 06:00:00,0.0,24.676147,6.7020254,0.0
22.05,63.6,2022-12-23 06:00:00,0.0,24.676147,6.8020253,0.0
22.05,63.75,2022-12-23 06:00:00,0.0,24.676147,6.902025,0.0
22.05,63.9,2022-12-23 06:00:00,0.0,24.601166,7.002025,0.0
22.05,64.05,2022-12-23 06:00:00,0.0,24.476166,7.002025,0.0
22.05,64.2,2022-12-23 06:00:00,0.0,24.326141,6.902025,0.0
22.05,64.35,2022-12-23 06:00:00,0.0,24.226166,6.6020255,0.0
22.05,64.5,2022-12-23 06:00:00,0.0,24.12616,6.3520255,0.0
22.05,64.65,2022-12-23 06:00:00,0.0,24.051147,6.002025,0.0
22.05,64.8,2022-12-23 06:00:00,0.0,23.976166,5.6020255,0.0
22.05,64.95,2022-12-23 06:00:00,0.0,23.951141,5.3520255,0.0
22.05,65.1,2022-12-23 06:00:00,0.0,23.976166,5.2020254,0.0
22.05,65.25,2022-12-23 06:00:00,0.0,24.051147,5.2020254,0.0
22.05,65.4,2022-12-23 06:00:00,0.0,24.101166,5.2020254,0.0
22.05,65.55,2022-12-23 06:00:00,0.0,24.176147,5.152025,0.0
22.05,65.7,2022-12-23 06:00:00,0.0,24.201141,5.152025,0.0
22.05,65.85,2022-12-23 06:00:00,0.0,24.226166,5.2020254,0.0
22.05,66.0,2022-12-23 06:00:00,0.0,24.226166,5.2020254,0.0
22.05,66.15,2022-12-23 06:00:00,0.0,24.25116,5.1020255,0.0
22.05,66.3,2022-12-23 06:00:00,0.0,24.301147,4.902025,0.0
22.05,66.45,2022-12-23 06:00:00,0.0,24.326141,4.902025,0.0
22.05,66.6,2022-12-23 06:00:00,0.0,24.351166,4.9520254,0.0
22.05,66.75,2022-12-23 06:00:00,0.0,24.351166,5.2020254,0.0
22.05,66.9,2022-12-23 06:00:00,0.0,24.25116,5.6020255,0.0
22.05,67.05,2022-12-23 06:00:00,0.0,24.201141,5.902025,0.0
22.05,67.2,2022-12-23 06:00:00,0.0,24.176147,6.1020255,0.0
22.05,67.35,2022-12-23 06:00:00,0.0,24.12616,6.1020255,0.0
22.05,67.5,2022-12-23 06:00:00,0.0,24.051147,6.002025,0.0
22.05,67.65,2022-12-23 06:00:00,0.0,23.951141,5.8520255,0.0
22.05,67.8,2022-12-23 06:00:00,0.0,23.801147,5.7020254,0.0
22.05,67.95,2022-12-23 06:00:00,0.0,23.62616,5.8520255,0.0
22.05,68.1,2022-12-23 06:00:00,0.0,23.576141,6.1020255,0.0
22.05,68.25,2022-12-23 06:00:00,0.0,23.50116,6.4520254,0.0
22.05,68.4,2022-12-23 06:00:00,0.0,23.451141,6.7020254,0.0
22.05,68.55,2022-12-23 06:00:00,0.0,23.426147,7.002025,0.0
22.05,68.7,2022-12-23 06:00:00,0.0,23.426147,7.152025,0.0
22.05,68.85,2022-12-23 06:00:00,0.0,23.576141,7.002025,0.0
22.05,69.0,2022-12-23 06:00:00,0.0,24.076141,6.5520253,0.0
22.05,69.15,2022-12-23 06:00:00,0.0,25.051147,6.002025,0.0
22.05,69.3,2022-12-23 06:00:00,0.0,25.326141,5.5520253,0.0
22.05,69.45,2022-12-23 06:00:00,0.0,25.176147,5.2020254,0.0
22.05,69.6,2022-12-23 06:00:00,0.0,24.851166,4.902025,0.0
22.05,69.75,2022-12-23 06:00:00,0.0,24.25116,4.5520253,0.0
22.05,69.9,2022-12-23 06:00:00,0.0,23.951141,4.5520253,0.0
22.05,70.05,2022-12-23 06:00:00,0.0,23.87616,4.7020254,0.0
22.05,70.2,2022-12-23 06:00:00,0.0,23.87616,4.902025,0.0
22.05,70.35,2022-12-23 06:00:00,0.0,23.851166,5.002025,0.0
22.05,70.5,2022-12-23 06:00:00,0.0,23.926147,5.152025,0.0
22.05,70.65,2022-12-23 06:00:00,0.0,24.00116,5.252025,0.0
22.05,70.8,2022-12-23 06:00:00,0.0,24.076141,5.402025,0.0
22.05,70.95,2022-12-23 06:00:00,0.0,24.576141,5.652025,0.0
22.05,71.1,2022-12-23 06:00:00,0.0,25.12616,5.7020254,0.0
22.05,71.25,2022-12-23 06:00:00,0.0,25.551147,5.6020255,0.0
22.05,71.4,2022-12-23 06:00:00,0.0,25.62616,5.252025,0.0
22.05,71.55,2022-12-23 06:00:00,0.0,25.62616,4.752025,0.0
22.05,71.7,2022-12-23 06:00:00,0.0,25.426147,4.3520255,0.0
22.05,71.85,2022-12-23 06:00:00,0.0,25.051147,4.1020255,0.0
22.05,72.0,2022-12-23 06:00:00,0.0,24.476166,4.0520253,0.0
22.05,72.15,2022-12-23 06:00:00,0.0,23.62616,4.3020253,0.0
22.05,72.3,2022-12-23 06:00:00,0.0,22.476166,4.652025,0.0
22.05,72.45,2022-12-23 06:00:00,0.0,21.976166,4.8020253,0.0
22.05,72.6,2022-12-23 06:00:00,0.0,23.076141,4.502025,0.0
22.05,72.75,2022-12-23 06:00:00,0.0,24.50116,4.3020253,0.0
22.05,72.9,2022-12-23 06:00:00,0.0,25.926147,4.252025,0.0
22.05,73.05,2022-12-23 06:00:00,0.0,26.851166,3.8020253,0.0
22.05,73.2,2022-12-23 06:00:00,0.0,26.976166,2.3020253,0.0
22.05,73.35,2022-12-23 06:00:00,0.0,26.201141,0.65202534,0.0
22.05,73.5,2022-12-23 06:00:00,0.0,25.826141,0.15202534,0.0
22.05,73.65,2022-12-23 06:00:00,0.0,25.62616,0.95202535,0.0
22.05,73.8,2022-12-23 06:00:00,0.0,25.351166,2.1020253,0.0
22.05,73.95,2022-12-23 06:00:00,0.0,25.051147,2.0520253,0.0
22.05,74.1,2022-12-23 06:00:00,0.0,25.12616,1.5520253,0.0
22.05,74.25,2022-12-23 06:00:00,0.0,25.226166,1.0520253,0.0
22.05,74.4,2022-12-23 06:00:00,0.0,25.076141,0.85202533,0.0
22.05,74.55,2022-12-23 06:00:00,0.0,25.076141,1.0520253,0.0
22.05,74.7,2022-12-23 06:00:00,0.0,25.101166,1.5020254,0.0
22.05,74.85,2022-12-23 06:00:00,0.0,25.00116,1.8520254,0.0
22.05,75.0,2022-12-23 06:00:00,0.0,24.701141,1.9520253,0.0
22.05,75.15,2022-12-23 06:00:00,0.0,24.426147,1.8520254,0.0
22.05,75.3,2022-12-23 06:00:00,0.0,24.25116,1.7520254,0.0
22.05,75.45,2022-12-23 06:00:00,0.0,24.25116,1.6020254,0.0
22.05,75.6,2022-12-23 06:00:00,0.0,24.351166,1.5520253,0.0
22.05,75.75,2022-12-23 06:00:00,0.0,24.951141,1.3020253,0.0
22.05,75.9,2022-12-23 06:00:00,0.0,25.951141,0.75202537,0.0
22.2,60.0,2022-12-23 06:00:00,0.0,23.951141,2.1020253,0.0
22.2,60.15,2022-12-23 06:00:00,0.0,24.326141,1.6020254,0.0
22.2,60.3,2022-12-23 06:00:00,0.0,24.576141,1.9520253,0.0
22.2,60.45,2022-12-23 06:00:00,0.0,24.726166,2.7020254,0.0
22.2,60.6,2022-12-23 06:00:00,0.0,24.801147,3.4020255,0.0
22.2,60.75,2022-12-23 06:00:00,0.0,24.75116,3.9020255,0.0
22.2,60.9,2022-12-23 06:00:00,0.0,24.75116,4.3520255,0.0
22.2,61.05,2022-12-23 06:00:00,0.0,24.726166,4.7020254,0.0
22.2,61.2,2022-12-23 06:00:00,0.0,24.701141,4.8020253,0.0
22.2,61.35,2022-12-23 06:00:00,0.0,24.676147,4.752025,0.0
22.2,61.5,2022-12-23 06:00:00,0.0,24.676147,4.652025,0.0
22.2,61.65,2022-12-23 06:00:00,0.0,24.701141,4.5520253,0.0
22.2,61.8,2022-12-23 06:00:00,0.0,24.726166,4.5520253,0.0
22.2,61.95,2022-12-23 06:00:00,0.0,24.726166,4.652025,0.0
22.2,62.1,2022-12-23 06:00:00,0.0,24.726166,4.752025,0.0
22.2,62.25,2022-12-23 06:00:00,0.0,24.701141,4.9520254,0.0
22.2,62.4,2022-12-23 06:00:00,0.0,24.676147,5.2020254,0.0
22.2,62.55,2022-12-23 06:00:00,0.0,24.62616,5.4520254,0.0
22.2,62.7,2022-12-23 06:00:00,0.0,24.62616,5.652025,0.0
22.2,62.85,2022-12-23 06:00:00,0.0,24.601166,5.8520255,0.0
22.2,63.0,2022-12-23 06:00:00,0.0,24.576141,6.002025,0.0
22.2,63.15,2022-12-23 06:00:00,0.0,24.601166,6.152025,0.0
22.2,63.3,2022-12-23 06:00:00,0.0,24.62616,6.3520255,0.0
22.2,63.45,2022-12-23 06:00:00,0.0,24.62616,6.502025,0.0
22.2,63.6,2022-12-23 06:00:00,0.0,24.676147,6.6020255,0.0
22.2,63.75,2022-12-23 06:00:00,0.0,24.676147,6.7020254,0.0
22.2,63.9,2022-12-23 06:00:00,0.0,24.62616,6.7020254,0.0
22.2,64.05,2022-12-23 06:00:00,0.0,24.551147,6.7020254,0.0
22.2,64.2,2022-12-23 06:00:00,0.0,24.37616,6.5520253,0.0
22.2,64.35,2022-12-23 06:00:00,0.0,24.301147,6.3520255,0.0
22.2,64.5,2022-12-23 06:00:00,0.0,24.176147,6.152025,0.0
22.2,64.65,2022-12-23 06:00:00,0.0,24.076141,5.902025,0.0
22.2,64.8,2022-12-23 06:00:00,0.0,24.00116,5.652025,0.0
22.2,64.95,2022-12-23 06:00:00,0.0,24.00116,5.4520254,0.0
22.2,65.1,2022-12-23 06:00:00,0.0,24.051147,5.402025,0.0
