,latitude,longitude,valid_time_0,t2m_0,si10_0,sde_0,valid_time_3,prate_3,t2m_3,si10_3,sde_3,valid_time_6,prate_6,t2m_6,si10_6,sde_6,valid_time_9,prate_9,t2m_9,si10_9,sde_9,valid_time_12,prate_12,t2m_12,si10_12,sde_12,valid_time_15,prate_15,t2m_15,si10_15,sde_15,valid_time_18,prate_18,t2m_18,si10_18,sde_18,valid_time_21,prate_21,t2m_21,si10_21,sde_21,valid_time_24,prate_24,t2m_24,si10_24,sde_24,valid_time_36,prate_36,t2m_36,si10_36,sde_36,valid_time_48,prate_48,t2m_48,si10_48,sde_48,valid_time_60,prate_60,t2m_60,si10_60,sde_60,valid_time_72,prate_72,t2m_72,si10_72,sde_72,valid_time_120,prate_120,t2m_120,si10_120,sde_120,valid_time_168,prate_168,t2m_168,si10_168,sde_168,valid_time_240,prate_240,t2m_240,si10_240,sde_240
0,32.25,71.25,2023-01-08,6.828766,0.95129985,0.0,2023-01-08 03:00:00,0.0,5.777405,1.2001904,0.0,2023-01-08 06:00:00,0.0,12.937378,0.30157027,0.0,2023-01-08 09:00:00,0.0,15.320465,1.8010676,0.0,2023-01-08 12:00:00,0.0,13.602875,2.1015368,0.0,2023-01-08 15:00:00,0.0,8.436127,2.5518801,0.0,2023-01-08 18:00:00,0.0,7.511261,2.9511847,0.0,2023-01-08 21:00:00,0.0,7.9841003,3.451178,0.0,2023-01-09,0.0,6.892456,3.0015502,0.0,2023-01-09 12:00:00,0.0,16.411957,1.753547,0.0,2023-01-10,0.0,4.874817,1.4523044,0.0,2023-01-10 12:00:00,0.0,16.397583,1.4515624,0.0,2023-01-11,0.0,9.582489,1.6528839,0.0,2023-01-13,0.0,3.1905518,2.3508441,0.0,2023-01-15,0.0,-3.198639,0.9532567,0.0,2023-01-17 12:00:00,0.0,12.335846,1.2022002,0.0
0,32.25,71.55,2023-01-08,4.8787537,2.8012998,0.0,2023-01-08 03:00:00,0.0,4.377411,2.3001904,0.0,2023-01-08 06:00:00,0.0,12.63739,3.0015702,0.0,2023-01-08 09:00:00,0.0,16.070465,3.6510675,0.0,2023-01-08 12:00:00,0.0,14.727875,2.9015367,0.0,2023-01-08 15:00:00,0.0,7.986145,1.7018801,0.0,2023-01-08 18:00:00,0.0,4.736267,2.7011847,0.0,2023-01-08 21:00:00,0.0,6.284088,5.251178,0.0,2023-01-09,0.0,6.41745,5.35155,0.0,2023-01-09 12:00:00,0.0,18.511963,2.953547,0.0,2023-01-10,0.0,3.849823,3.3523045,0.0,2023-01-10 12:00:00,0.0,18.197601,2.1515625,0.0,2023-01-11,0.0,8.457489,2.752884,0.0,2023-01-13,0.0,2.86557,2.6758442,0.0,2023-01-15,0.0,-5.598633,2.9532566,0.0,2023-01-17 12:00:00,0.0,14.010834,2.3022,0.0
0,32.25,70.8,2023-01-08,8.803772,1.4512998,0.0,2023-01-08 03:00:00,0.0,8.077393,1.4501904,0.0,2023-01-08 06:00:00,0.0,14.337372,1.9015703,0.0,2023-01-08 09:00:00,0.0,16.370453,2.5510676,0.0,2023-01-08 12:00:00,0.0,15.202881,1.3015368,0.0,2023-01-08 15:00:00,0.0,8.811127,1.8518801,0.0,2023-01-08 18:00:00,0.0,6.411255,1.5511849,0.0,2023-01-08 21:00:00,0.0,6.7341003,2.951178,0.0,2023-01-09,0.0,7.1924744,2.60155,0.0,2023-01-09 12:00:00,0.0,18.011963,0.9035469,0.0,2023-01-10,0.0,6.3247986,2.3523045,0.0,2023-01-10 12:00:00,0.0,18.24759,0.50156236,0.0,2023-01-11,0.0,10.982513,1.5528839,0.0,2023-01-13,0.0,2.9155579,1.0508441,0.0,2023-01-15,0.0,-3.7236328,1.5032567,0.0,2023-01-17 12:00:00,0.0,13.935852,1.2022002,0.0
0,32.25,70.65,2023-01-08,7.153778,2.2512999,0.0,2023-01-08 03:00:00,0.0,6.4773865,2.2001903,0.0,2023-01-08 06:00:00,0.0,13.337372,2.6515703,0.0,2023-01-08 09:00:00,0.0,16.920471,3.6010675,0.0,2023-01-08 12:00:00,0.0,16.277893,1.7015368,0.0,2023-01-08 15:00:00,0.0,8.661133,1.1518801,0.0,2023-01-08 18:00:00,0.0,5.211273,2.1011848,0.0,2023-01-08 21:00:00,0.0,5.3591003,3.401178,0.0,2023-01-09,0.0,5.3424683,2.3015501,0.0,2023-01-09 12:00:00,0.0,18.911957,1.103547,0.0,2023-01-10,0.0,4.3247986,2.8023045,0.0,2023-01-10 12:00:00,0.0,18.697601,0.75156236,0.0,2023-01-11,0.0,9.407501,1.6528839,0.0,2023-01-13,0.0,3.9655457,1.575844,0.0,2023-01-15,0.0,-6.698639,2.3032568,0.0,2023-01-17 12:00:00,0.0,14.460846,0.9522001,0.0
0,32.25,70.95,2023-01-08,9.653778,1.0512998,0.0,2023-01-08 03:00:00,0.0,8.952393,1.4001904,0.0,2023-01-08 06:00:00,0.0,14.787384,1.2015703,0.0,2023-01-08 09:00:00,0.0,16.070465,1.6510676,0.0,2023-01-08 12:00:00,0.0,14.702881,1.3015368,0.0,2023-01-08 15:00:00,0.0,8.861145,2.0518801,0.0,2023-01-08 18:00:00,0.0,8.386261,2.251185,0.0,2023-01-08 21:00:00,0.0,7.634094,2.301178,0.0,2023-01-09,0.0,7.242462,2.2015502,0.0,2023-01-09 12:00:00,0.0,17.186981,1.0535469,0.0,2023-01-10,0.0,6.724823,1.5023044,0.0,2023-01-10 12:00:00,0.0,17.447601,0.80156237,0.0,2023-01-11,0.0,11.332489,1.5028839,0.0,2023-01-13,0.0,2.61557,1.6758441,0.0,2023-01-15,0.0,-1.7236328,1.4032568,0.0,2023-01-17 12:00:00,0.0,13.11084,0.9522001,0.0
0,32.25,71.4,2023-01-08,4.0037537,1.2012998,0.0,2023-01-08 03:00:00,0.0,3.2273865,0.90019035,0.0,2023-01-08 06:00:00,0.0,11.587372,1.0015702,0.0,2023-01-08 09:00:00,0.0,15.270477,2.6510675,0.0,2023-01-08 12:00:00,0.0,13.377899,2.8015368,0.0,2023-01-08 15:00:00,0.0,7.861145,2.40188,0.0,2023-01-08 18:00:00,0.0,5.561249,2.8511848,0.0,2023-01-08 21:00:00,0.0,7.284088,4.551178,0.0,2023-01-09,0.0,6.4424744,3.7515502,0.0,2023-01-09 12:00:00,0.0,17.136963,2.403547,0.0,2023-01-10,0.0,2.849823,1.7023044,0.0,2023-01-10 12:00:00,0.0,16.797577,1.9515624,0.0,2023-01-11,0.0,7.807495,2.002884,0.0,2023-01-13,0.0,2.6905518,2.150844,0.0,2023-01-15,0.0,-5.4236145,1.1532568,0.0,2023-01-17 12:00:00,0.0,12.835846,1.8022001,0.0
0,32.25,71.7,2023-01-08,5.2537537,2.8012998,0.0,2023-01-08 03:00:00,0.0,4.7273865,2.4001904,0.0,2023-01-08 06:00:00,0.0,13.537384,3.6515703,0.0,2023-01-08 09:00:00,0.0,17.445465,3.6510675,0.0,2023-01-08 12:00:00,0.0,16.1279,1.9515368,0.0,2023-01-08 15:00:00,0.0,8.361145,0.9518801,0.0,2023-01-08 18:00:00,0.0,4.661255,2.051185,0.0,2023-01-08 21:00:00,0.0,4.934082,4.551178,0.0,2023-01-09,0.0,6.04245,5.20155,0.0,2023-01-09 12:00:00,0.0,19.461975,2.503547,0.0,2023-01-10,0.0,4.274811,3.2523043,0.0,2023-01-10 12:00:00,0.0,19.147583,1.9515624,0.0,2023-01-11,0.0,8.832489,2.202884,0.0,2023-01-13,0.0,2.1905518,2.775844,0.0,2023-01-15,0.0,-4.1236267,3.8532567,0.0,2023-01-17 12:00:00,0.0,14.810852,2.6522002,0.0
0,32.25,70.5,2023-01-08,7.303772,1.8512999,0.0,2023-01-08 03:00:00,0.0,6.377411,1.9501904,0.0,2023-01-08 06:00:00,0.0,13.38739,1.8515702,0.0,2023-01-08 09:00:00,0.0,17.545471,3.2010677,0.0,2023-01-08 12:00:00,0.0,17.2529,1.6015368,0.0,2023-01-08 15:00:00,0.0,9.136139,1.2518802,0.0,2023-01-08 18:00:00,0.0,5.611267,2.001185,0.0,2023-01-08 21:00:00,0.0,4.784088,2.251178,0.0,2023-01-09,0.0,4.367462,1.8015501,0.0,2023-01-09 12:00:00,0.0,19.536957,1.2035469,0.0,2023-01-10,0.0,3.999817,2.3023045,0.0,2023-01-10 12:00:00,0.0,18.947601,0.8515624,0.0,2023-01-11,0.0,8.932495,1.2528839,0.0,2023-01-13,0.0,4.7155457,2.8508441,0.0,2023-01-15,0.0,-6.8736267,2.2032566,0.0,2023-01-17 12:00:00,0.0,14.560852,0.7522001,0.0
0,32.25,70.35,2023-01-08,8.72876,1.4012998,0.0,2023-01-08 03:00:00,0.0,7.4523926,1.6501904,0.0,2023-01-08 06:00:00,0.0,13.987396,0.7015703,0.0,2023-01-08 09:00:00,0.0,17.670471,2.3010676,0.0,2023-01-08 12:00:00,0.0,17.1279,1.2015368,0.0,2023-01-08 15:00:00,0.0,9.886139,2.10188,0.0,2023-01-08 18:00:00,0.0,7.161255,1.9511849,0.0,2023-01-08 21:00:00,0.0,5.634094,1.6011779,0.0,2023-01-09,0.0,4.9424744,1.6515502,0.0,2023-01-09 12:00:00,0.0,19.011963,1.0535469,0.0,2023-01-10,0.0,4.9248047,1.7523044,0.0,2023-01-10 12:00:00,0.0,18.24759,0.75156236,0.0,2023-01-11,0.0,9.457489,1.4028839,0.0,2023-01-13,0.0,4.915558,4.0758443,0.0,2023-01-15,0.0,-5.1236267,2.2032566,0.0,2023-01-17 12:00:00,0.0,13.685852,0.6022001,0.0
0,32.25,71.1,2023-01-08,8.878754,0.95129985,0.0,2023-01-08 03:00:00,0.0,7.9523926,1.3001903,0.0,2023-01-08 06:00:00,0.0,14.13739,0.55157024,0.0,2023-01-08 09:00:00,0.0,15.670471,1.4510676,0.0,2023-01-08 12:00:00,0.0,14.102875,1.6515368,0.0,2023-01-08 15:00:00,0.0,8.761139,2.3018801,0.0,2023-01-08 18:00:00,0.0,8.561249,2.7011847,0.0,2023-01-08 21:00:00,0.0,8.084076,2.651178,0.0,2023-01-09,0.0,7.142456,2.40155,0.0,2023-01-09 12:00:00,0.0,16.536957,1.2035469,0.0,2023-01-10,0.0,6.1748047,1.3023044,0.0,2023-01-10 12:00:00,0.0,16.697601,1.0015624,0.0,2023-01-11,0.0,10.807495,1.6028839,0.0,2023-01-13,0.0,2.9405518,2.125844,0.0,2023-01-15,0.0,-1.7486267,1.2032567,0.0,2023-01-17 12:00:00,0.0,12.535858,0.8522001,0.0
0,32.4,70.8,2023-01-08,9.153778,1.4012998,0.0,2023-01-08 03:00:00,0.0,8.477386,1.3501904,0.0,2023-01-08 06:00:00,0.0,12.987396,2.0015702,0.0,2023-01-08 09:00:00,0.0,15.295471,2.4010675,0.0,2023-01-08 12:00:00,0.0,14.852875,1.6015368,0.0,2023-01-08 15:00:00,0.0,9.261139,1.8018801,0.0,2023-01-08 18:00:00,0.0,6.861267,1.5011848,0.0,2023-01-08 21:00:00,0.0,6.284088,2.301178,0.0,2023-01-09,0.0,6.4424744,2.0515501,0.0,2023-01-09 12:00:00,0.0,17.636963,1.0535469,0.0,2023-01-10,0.0,5.3247986,1.8523045,0.0,2023-01-10 12:00:00,0.0,17.397583,0.9515624,0.0,2023-01-11,0.0,9.532501,1.5028839,0.0,2023-01-13,0.0,2.0405579,1.1008441,0.0,2023-01-15,0.0,-3.9236145,1.3032568,0.0,2023-01-17 12:00:00,0.0,13.310852,0.3022001,0.0
0,32.4,70.35,2023-01-08,11.128754,1.7512999,0.0,2023-01-08 03:00:00,0.0,10.027405,2.0501904,0.0,2023-01-08 06:00:00,0.0,15.487396,0.85157025,0.0,2023-01-08 09:00:00,0.0,17.195465,1.4510676,0.0,2023-01-08 12:00:00,0.0,16.352875,1.4015368,0.0,2023-01-08 15:00:00,0.0,10.436127,2.85188,0.0,2023-01-08 18:00:00,0.0,8.986267,2.751185,0.0,2023-01-08 21:00:00,0.0,7.959076,2.601178,0.0,2023-01-09,0.0,8.367462,2.15155,0.0,2023-01-09 12:00:00,0.0,17.536957,1.0535469,0.0,2023-01-10,0.0,7.3247986,2.4523044,0.0,2023-01-10 12:00:00,0.0,16.99759,0.75156236,0.0,2023-01-11,0.0,10.682495,1.7528839,0.0,2023-01-13,0.0,1.3655701,2.2258441,0.0,2023-01-15,0.0,-2.4736328,2.8532567,0.0,2023-01-17 12:00:00,0.0,12.060852,0.7022001,0.0
0,32.4,71.55,2023-01-08,5.328766,3.0512998,0.0,2023-01-08 03:00:00,0.0,4.9773865,3.0001905,0.0,2023-01-08 06:00:00,0.0,12.737396,3.9015703,0.0,2023-01-08 09:00:00,0.0,15.845459,3.8510675,0.0,2023-01-08 12:00:00,0.0,15.127899,3.5015368,0.0,2023-01-08 15:00:00,0.0,8.811127,2.65188,0.0,2023-01-08 18:00:00,0.0,5.311249,3.2011847,0.0,2023-01-08 21:00:00,0.0,5.7341003,4.801178,0.0,2023-01-09,0.0,5.142456,4.70155,0.0,2023-01-09 12:00:00,0.0,18.011963,2.903547,0.0,2023-01-10,0.0,3.7748108,3.6023045,0.0,2023-01-10 12:00:00,0.0,17.697601,2.2015624,0.0,2023-01-11,0.0,8.132507,2.6028838,0.0,2023-01-13,0.0,2.9155579,2.8008442,0.0,2023-01-15,0.0,-4.948639,3.3532567,0.0,2023-01-17 12:00:00,0.0,13.535858,2.2022002,0.0
0,32.4,70.65,2023-01-08,7.47876,1.8512999,0.0,2023-01-08 03:00:00,0.0,6.777405,1.5001904,0.0,2023-01-08 06:00:00,0.0,12.38739,2.8015702,0.0,2023-01-08 09:00:00,0.0,16.420471,3.4510677,0.0,2023-01-08 12:00:00,0.0,16.027893,2.0015368,0.0,2023-01-08 15:00:00,0.0,9.036133,0.85188013,0.0,2023-01-08 18:00:00,0.0,5.861267,1.7511848,0.0,2023-01-08 21:00:00,0.0,5.509094,2.951178,0.0,2023-01-09,0.0,5.492462,1.8515501,0.0,2023-01-09 12:00:00,0.0,18.461975,1.103547,0.0,2023-01-10,0.0,3.749817,2.0023043,0.0,2023-01-10 12:00:00,0.0,17.897583,1.1515623,0.0,2023-01-11,0.0,9.132507,1.6528839,0.0,2023-01-13,0.0,2.0405579,1.1508441,0.0,2023-01-15,0.0,-6.1236267,1.3532567,0.0,2023-01-17 12:00:00,0.0,13.710846,0.15220012,0.0
0,32.4,71.4,2023-01-08,5.303772,1.9012998,0.0,2023-01-08 03:00:00,0.0,4.8273926,1.8001903,0.0,2023-01-08 06:00:00,0.0,12.487396,2.2515702,0.0,2023-01-08 09:00:00,0.0,14.945465,2.7510676,0.0,2023-01-08 12:00:00,0.0,13.177887,3.3015368,0.0,2023-01-08 15:00:00,0.0,9.261139,3.5018802,0.0,2023-01-08 18:00:00,0.0,7.036255,3.801185,0.0,2023-01-08 21:00:00,0.0,7.3591003,4.351178,0.0,2023-01-09,0.0,5.79245,3.5515501,0.0,2023-01-09 12:00:00,0.0,16.411957,2.053547,0.0,2023-01-10,0.0,4.0747986,2.3523045,0.0,2023-01-10 12:00:00,0.0,15.847595,1.9015623,0.0,2023-01-11,0.0,7.957489,2.3028839,0.0,2023-01-13,0.0,3.4655457,2.275844,0.0,2023-01-15,0.0,-3.8736267,2.0532568,0.0,2023-01-17 12:00:00,0.0,11.86084,1.6522001,0.0
0,32.4,70.5,2023-01-08,8.903778,1.5012999,0.0,2023-01-08 03:00:00,0.0,8.027405,1.3501904,0.0,2023-01-08 06:00:00,0.0,13.837372,2.0015702,0.0,2023-01-08 09:00:00,0.0,17.120453,2.7510676,0.0,2023-01-08 12:00:00,0.0,16.677887,1.9015368,0.0,2023-01-08 15:00:00,0.0,9.761139,1.9018801,0.0,2023-01-08 18:00:00,0.0,7.236267,2.2011847,0.0,2023-01-08 21:00:00,0.0,6.534088,2.501178,0.0,2023-01-09,0.0,6.742462,1.5015501,0.0,2023-01-09 12:00:00,0.0,18.561981,1.1535469,0.0,2023-01-10,0.0,5.249817,1.7523044,0.0,2023-01-10 12:00:00,0.0,17.897583,1.0015624,0.0,2023-01-11,0.0,9.832489,1.5028839,0.0,2023-01-13,0.0,1.9405518,1.1258441,0.0,2023-01-15,0.0,-4.5236206,1.9532567,0.0,2023-01-17 12:00:00,0.0,13.36084,0.4022001,0.0
0,32.4,70.95,2023-01-08,9.553772,0.30129984,0.0,2023-01-08 03:00:00,0.0,8.777405,0.4501904,0.0,2023-01-08 06:00:00,0.0,13.487396,1.3515702,0.0,2023-01-08 09:00:00,0.0,14.870453,1.6510676,0.0,2023-01-08 12:00:00,0.0,14.127899,1.4015368,0.0,2023-01-08 15:00:00,0.0,9.111145,1.8018801,0.0,2023-01-08 18:00:00,0.0,7.661255,1.4011849,0.0,2023-01-08 21:00:00,0.0,5.684082,1.151178,0.0,2023-01-09,0.0,5.16745,0.7015501,0.0,2023-01-09 12:00:00,0.0,16.711975,1.3035469,0.0,2023-01-10,0.0,5.649811,0.6523044,0.0,2023-01-10 12:00:00,0.0,16.547577,1.1515623,0.0,2023-01-11,0.0,9.657501,0.5028839,0.0,2023-01-13,0.0,1.8155518,0.8008441,0.0,2023-01-15,0.0,-3.073639,0.2532567,0.0,2023-01-17 12:00:00,0.0,12.260834,1.0522001,0.0
0,32.4,71.25,2023-01-08,7.803772,1.1512998,0.0,2023-01-08 03:00:00,0.0,7.1023865,1.4001904,0.0,2023-01-08 06:00:00,0.0,13.337372,1.3015703,0.0,2023-01-08 09:00:00,0.0,14.920471,1.7510676,0.0,2023-01-08 12:00:00,0.0,12.852875,2.4015367,0.0,2023-01-08 15:00:00,0.0,9.661133,2.65188,0.0,2023-01-08 18:00:00,0.0,8.611267,2.9011848,0.0,2023-01-08 21:00:00,0.0,7.7341003,3.051178,0.0,2023-01-09,0.0,6.4424744,2.5515501,0.0,2023-01-09 12:00:00,0.0,15.711975,1.353547,0.0,2023-01-10,0.0,5.8247986,1.7523044,0.0,2023-01-10 12:00:00,0.0,15.447601,1.2015624,0.0,2023-01-11,0.0,9.557495,1.8028839,0.0,2023-01-13,0.0,3.6905518,2.0508442,0.0,2023-01-15,0.0,-2.1236267,1.3532567,0.0,2023-01-17 12:00:00,0.0,11.035858,0.80220014,0.0
0,32.4,71.1,2023-01-08,9.153778,0.75129986,0.0,2023-01-08 03:00:00,0.0,8.377411,1.0001904,0.0,2023-01-08 06:00:00,0.0,13.63739,1.3015703,0.0,2023-01-08 09:00:00,0.0,14.820465,1.5010676,0.0,2023-01-08 12:00:00,0.0,13.327881,1.6515368,0.0,2023-01-08 15:00:00,0.0,9.411133,1.7518802,0.0,2023-01-08 18:00:00,0.0,8.511261,1.9511849,0.0,2023-01-08 21:00:00,0.0,6.634094,2.001178,0.0,2023-01-09,0.0,5.6924744,1.5015501,0.0,2023-01-09 12:00:00,0.0,15.936981,1.1535469,0.0,2023-01-10,0.0,6.099823,1.3023044,0.0,2023-01-10 12:00:00,0.0,15.797577,1.0015624,0.0,2023-01-11,0.0,9.907501,1.0528839,0.0,2023-01-13,0.0,2.765564,1.6508441,0.0,2023-01-15,0.0,-2.1736145,0.9532567,0.0,2023-01-17 12:00:00,0.0,11.310852,0.9522001,0.0
0,32.4,71.7,2023-01-08,6.278778,2.6512997,0.0,2023-01-08 03:00:00,0.0,5.752411,2.4001904,0.0,2023-01-08 06:00:00,0.0,13.987396,3.8515704,0.0,2023-01-08 09:00:00,0.0,17.570465,3.5510676,0.0,2023-01-08 12:00:00,0.0,16.82788,2.3015368,0.0,2023-01-08 15:00:00,0.0,9.286133,1.8018801,0.0,2023-01-08 18:00:00,0.0,5.786255,2.251185,0.0,2023-01-08 21:00:00,0.0,5.384094,3.951178,0.0,2023-01-09,0.0,5.6924744,4.20155,0.0,2023-01-09 12:00:00,0.0,18.886963,2.653547,0.0,2023-01-10,0.0,4.774811,3.1023045,0.0,2023-01-10 12:00:00,0.0,18.74759,2.0015624,0.0,2023-01-11,0.0,9.382507,1.8528839,0.0,2023-01-13,0.0,2.4405518,2.575844,0.0,2023-01-15,0.0,-3.3486328,3.4032567,0.0,2023-01-17 12:00:00,0.0,14.335846,2.3022,0.0
0,32.55,71.55,2023-01-08,5.553772,2.5512998,0.0,2023-01-08 03:00:00,0.0,4.9523926,2.9501903,0.0,2023-01-08 06:00:00,0.0,11.587372,3.5515702,0.0,2023-01-08 09:00:00,0.0,15.270477,3.0010676,0.0,2023-01-08 12:00:00,0.0,14.727875,2.9015367,0.0,2023-01-08 15:00:00,0.0,9.036133,2.60188,0.0,2023-01-08 18:00:00,0.0,5.486267,2.9011848,0.0,2023-01-08 21:00:00,0.0,4.684082,3.451178,0.0,2023-01-09,0.0,3.642456,3.2015502,0.0,2023-01-09 12:00:00,0.0,17.286957,2.303547,0.0,2023-01-10,0.0,3.224823,3.0523045,0.0,2023-01-10 12:00:00,0.0,17.147583,1.9015623,0.0,2023-01-11,0.0,7.807495,1.952884,0.0,2023-01-13,0.0,2.8405457,1.9008441,0.0,2023-01-15,0.0,-4.723633,2.9532566,0.0,2023-01-17 12:00:00,0.0,13.010834,1.8522002,0.0
0,32.55,70.5,2023-01-08,9.503754,0.90129983,0.0,2023-01-08 03:00:00,0.0,8.877411,0.95019037,0.0,2023-01-08 06:00:00,0.0,13.837372,1.3015703,0.0,2023-01-08 09:00:00,0.0,17.220459,2.4010675,0.0,2023-01-08 12:00:00,0.0,16.07788,1.8515368,0.0,2023-01-08 15:00:00,0.0,10.186127,2.3018801,0.0,2023-01-08 18:00:00,0.0,8.286255,2.1011848,0.0,2023-01-08 21:00:00,0.0,7.684082,2.751178,0.0,2023-01-09,0.0,8.392456,1.4015502,0.0,2023-01-09 12:00:00,0.0,17.436981,1.0535469,0.0,2023-01-10,0.0,6.099823,1.2523044,0.0,2023-01-10 12:00:00,0.0,16.897583,0.9515624,0.0,2023-01-11,0.0,10.032501,1.1028839,0.0,2023-01-13,0.0,1.4405518,1.700844,0.0,2023-01-15,0.0,-3.1736145,1.6032567,0.0,2023-01-17 12:00:00,0.0,12.11084,0.9022001,0.0
0,32.55,70.95,2023-01-08,7.153778,1.1512998,0.0,2023-01-08 03:00:00,0.0,6.4773865,0.7501904,0.0,2023-01-08 06:00:00,0.0,11.737396,1.1515703,0.0,2023-01-08 09:00:00,0.0,15.695465,1.0010676,0.0,2023-01-08 12:00:00,0.0,15.252899,1.3015368,0.0,2023-01-08 15:00:00,0.0,9.561127,1.7518802,0.0,2023-01-08 18:00:00,0.0,5.786255,0.40118486,0.0,2023-01-08 21:00:00,0.0,3.7840881,0.851178,0.0,2023-01-09,0.0,4.392456,0.9015501,0.0,2023-01-09 12:00:00,0.0,18.211975,1.753547,0.0,2023-01-10,0.0,3.874817,1.1023045,0.0,2023-01-10 12:00:00,0.0,17.597595,1.6015624,0.0,2023-01-11,0.0,8.232513,1.202884,0.0,2023-01-13,0.0,3.515564,2.0508442,0.0,2023-01-15,0.0,-5.7736206,1.2532567,0.0,2023-01-17 12:00:00,0.0,12.785858,1.7022002,0.0
0,32.55,71.1,2023-01-08,7.178772,1.3012998,0.0,2023-01-08 03:00:00,0.0,6.4273987,1.1501904,0.0,2023-01-08 06:00:00,0.0,12.087372,1.5015702,0.0,2023-01-08 09:00:00,0.0,15.120453,0.8510676,0.0,2023-01-08 12:00:00,0.0,14.227875,0.9015368,0.0,2023-01-08 15:00:00,0.0,9.436127,1.0518801,0.0,2023-01-08 18:00:00,0.0,6.211273,0.90118486,0.0,2023-01-08 21:00:00,0.0,3.8591003,1.6011779,0.0,2023-01-09,0.0,3.7424622,1.3015501,0.0,2023-01-09 12:00:00,0.0,17.111969,1.4035469,0.0,2023-01-10,0.0,4.0747986,1.8523045,0.0,2023-01-10 12:00:00,0.0,16.547577,1.2015624,0.0,2023-01-11,0.0,8.332489,1.0028839,0.0,2023-01-13,0.0,3.4405518,2.450844,0.0,2023-01-15,0.0,-4.8736267,1.9532567,0.0,2023-01-17 12:00:00,0.0,11.785858,1.3022001,0.0
0,32.55,70.65,2023-01-08,6.328766,0.50129986,0.0,2023-01-08 03:00:00,0.0,5.877411,0.4501904,0.0,2023-01-08 06:00:00,0.0,11.537384,1.9515703,0.0,2023-01-08 09:00:00,0.0,17.345459,3.2010677,0.0,2023-01-08 12:00:00,0.0,16.32788,1.7515368,0.0,2023-01-08 15:00:00,0.0,9.536133,0.90188015,0.0,2023-01-08 18:00:00,0.0,6.111267,1.2011849,0.0,2023-01-08 21:00:00,0.0,5.134094,1.951178,0.0,2023-01-09,0.0,5.617462,0.9515501,0.0,2023-01-09 12:00:00,0.0,18.786957,1.0535469,0.0,2023-01-10,0.0,2.724823,0.50230443,0.0,2023-01-10 12:00:00,0.0,17.947601,0.9515624,0.0,2023-01-11,0.0,8.682495,0.40288392,0.0,2023-01-13,0.0,1.4655457,0.9258441,0.0,2023-01-15,0.0,-6.948639,0.10325672,0.0,2023-01-17 12:00:00,0.0,13.36084,0.7022001,0.0
0,32.55,70.35,2023-01-08,12.078766,1.8512999,0.0,2023-01-08 03:00:00,0.0,11.327393,2.1001904,0.0,2023-01-08 06:00:00,0.0,15.487396,0.20157026,0.0,2023-01-08 09:00:00,0.0,15.845459,0.70106757,0.0,2023-01-08 12:00:00,0.0,14.877899,1.5015368,0.0,2023-01-08 15:00:00,0.0,10.136139,2.7518802,0.0,2023-01-08 18:00:00,0.0,9.561249,2.7011847,0.0,2023-01-08 21:00:00,0.0,8.9841,3.401178,0.0,2023-01-09,0.0,10.017456,2.40155,0.0,2023-01-09 12:00:00,0.0,15.311981,1.0535469,0.0,2023-01-10,0.0,8.924805,2.6523044,0.0,2023-01-10 12:00:00,0.0,15.197601,1.1015624,0.0,2023-01-11,0.0,10.407501,1.6528839,0.0,2023-01-13,0.0,0.71554565,2.400844,0.0,2023-01-15,0.0,-0.19863892,2.7032566,0.0,2023-01-17 12:00:00,0.0,10.185852,1.1522001,0.0
0,32.55,71.4,2023-01-08,5.278778,2.2013,0.0,2023-01-08 03:00:00,0.0,4.7273865,2.5001905,0.0,2023-01-08 06:00:00,0.0,10.337372,2.6515703,0.0,2023-01-08 09:00:00,0.0,13.470459,2.2010677,0.0,2023-01-08 12:00:00,0.0,12.427887,2.1015368,0.0,2023-01-08 15:00:00,0.0,8.611145,2.7018802,0.0,2023-01-08 18:00:00,0.0,5.711273,3.1011848,0.0,2023-01-08 21:00:00,0.0,4.434082,3.201178,0.0,2023-01-09,0.0,3.0924683,2.40155,0.0,2023-01-09 12:00:00,0.0,15.636963,1.4035469,0.0,2023-01-10,0.0,3.2748108,2.6023045,0.0,2023-01-10 12:00:00,0.0,14.797577,1.5015624,0.0,2023-01-11,0.0,6.782501,1.8528839,0.0,2023-01-13,0.0,2.9655457,2.0508442,0.0,2023-01-15,0.0,-3.8736267,2.8532567,0.0,2023-01-17 12:00:00,0.0,11.11084,1.3522002,0.0
0,32.55,71.25,2023-01-08,6.5037537,1.3012998,0.0,2023-01-08 03:00:00,0.0,5.752411,1.4501904,0.0,2023-01-08 06:00:00,0.0,11.737396,1.6015702,0.0,2023-01-08 09:00:00,0.0,14.545471,1.2010676,0.0,2023-01-08 12:00:00,0.0,13.127899,1.2015368,0.0,2023-01-08 15:00:00,0.0,9.111145,1.1518801,0.0,2023-01-08 18:00:00,0.0,6.236267,1.7511848,0.0,2023-01-08 21:00:00,0.0,4.009094,1.951178,0.0,2023-01-09,0.0,3.142456,1.3015501,0.0,2023-01-09 12:00:00,0.0,16.111969,1.0535469,0.0,2023-01-10,0.0,3.749817,1.9523044,0.0,2023-01-10 12:00:00,0.0,15.447601,0.9015624,0.0,2023-01-11,0.0,7.932495,1.202884,0.0,2023-01-13,0.0,2.9655457,2.325844,0.0,2023-01-15,0.0,-4.2736206,2.2032566,0.0,2023-01-17 12:00:00,0.0,11.085846,0.7522001,0.0
