,latitude,longitude,valid_time_0,t2m_0,si10_0,sde_0,valid_time_3,prate_3,t2m_3,si10_3,sde_3,valid_time_6,prate_6,t2m_6,si10_6,sde_6,valid_time_9,prate_9,t2m_9,si10_9,sde_9,valid_time_12,prate_12,t2m_12,si10_12,sde_12,valid_time_15,prate_15,t2m_15,si10_15,sde_15,valid_time_18,prate_18,t2m_18,si10_18,sde_18,valid_time_21,prate_21,t2m_21,si10_21,sde_21,valid_time_24,prate_24,t2m_24,si10_24,sde_24,valid_time_36,prate_36,t2m_36,si10_36,sde_36,valid_time_48,prate_48,t2m_48,si10_48,sde_48,valid_time_60,prate_60,t2m_60,si10_60,sde_60,valid_time_72,prate_72,t2m_72,si10_72,sde_72,valid_time_120,prate_120,t2m_120,si10_120,sde_120,valid_time_168,prate_168,t2m_168,si10_168,sde_168,valid_time_240,prate_240,t2m_240,si10_240,sde_240
0,29.25,67.05,2023-01-08,4.328766,0.90129983,0.0,2023-01-08 03:00:00,0.0,4.752411,0.8501904,0.0,2023-01-08 06:00:00,0.0,12.787384,1.3015703,0.0,2023-01-08 09:00:00,0.0,14.920471,1.1510676,0.0,2023-01-08 12:00:00,0.0,12.952881,1.6515368,0.0,2023-01-08 15:00:00,0.0,7.5611267,1.8518801,0.0,2023-01-08 18:00:00,0.0,4.061249,1.4011849,0.0,2023-01-08 21:00:00,0.0,1.8340759,1.3511779,0.0,2023-01-09,0.0,3.2424622,1.2015501,0.0,2023-01-09 12:00:00,0.0,12.686981,0.8535469,0.0,2023-01-10,0.0,-0.9252014,1.6023045,0.0,2023-01-10 12:00:00,0.0,13.547577,1.3015624,0.0,2023-01-11,1e-05,6.032501,1.952884,0.0,2023-01-13,0.0,-3.3094482,4.300844,0.0,2023-01-15,0.0,-9.623627,2.1532567,0.0,2023-01-17 12:00:00,0.0,10.785858,1.4522002,0.0
0,29.25,66.9,2023-01-08,4.803772,1.1512998,0.0,2023-01-08 03:00:00,0.0,5.7023926,1.7501904,0.0,2023-01-08 06:00:00,0.0,12.437378,2.4015703,0.0,2023-01-08 09:00:00,0.0,14.320465,2.7510676,0.0,2023-01-08 12:00:00,0.0,12.077881,3.1015368,0.0,2023-01-08 15:00:00,0.0,7.036133,2.0018802,0.0,2023-01-08 18:00:00,0.0,3.236267,1.5011848,0.0,2023-01-08 21:00:00,0.0,1.2590942,1.3511779,0.0,2023-01-09,0.0,3.017456,1.2015501,0.0,2023-01-09 12:00:00,0.0,12.461975,1.0535469,0.0,2023-01-10,0.0,-1.775177,1.1523044,0.0,2023-01-10 12:00:00,0.0,14.047577,1.8515624,0.0,2023-01-11,1e-05,5.407501,2.402884,0.0,2023-01-13,0.0,-6.984436,3.750844,0.0,2023-01-15,0.0,-12.598633,1.7032567,0.0,2023-01-17 12:00:00,0.0,9.785858,2.1022,0.0
0,29.4,66.75,2023-01-08,6.5037537,1.2012998,0.0,2023-01-08 03:00:00,0.0,6.3523865,1.6501904,0.0,2023-01-08 06:00:00,0.0,11.337372,3.6515703,0.0,2023-01-08 09:00:00,0.0,13.670471,3.7010677,0.0,2023-01-08 12:00:00,0.0,11.277893,3.3015368,0.0,2023-01-08 15:00:00,0.0,6.411133,1.7018801,0.0,2023-01-08 18:00:00,0.0,3.011261,1.1511849,0.0,2023-01-08 21:00:00,0.0,1.2090759,0.75117797,0.0,2023-01-09,0.0,4.1924744,0.85155016,0.0,2023-01-09 12:00:00,0.0,11.936981,2.053547,0.0,2023-01-10,0.0,-1.1752014,0.4523044,0.0,2023-01-10 12:00:00,0.0,13.497589,3.2515624,0.0,2023-01-11,0.00013,3.557495,1.4028839,0.0,2023-01-13,0.0,-12.434448,1.6008441,0.0,2023-01-15,0.0,-14.998627,0.15325671,0.0,2023-01-17 12:00:00,0.0,8.660858,1.6522001,0.0
0,29.4,67.5,2023-01-08,9.428772,0.95129985,0.0,2023-01-08 03:00:00,0.0,8.752411,1.1001904,0.0,2023-01-08 06:00:00,0.0,13.88739,1.0515703,0.0,2023-01-08 09:00:00,0.0,16.545471,0.65106755,0.0,2023-01-08 12:00:00,0.0,15.677887,1.0515368,0.0,2023-01-08 15:00:00,0.0,9.986145,2.40188,0.0,2023-01-08 18:00:00,0.0,8.036255,1.7511848,0.0,2023-01-08 21:00:00,0.0,7.534088,2.051178,0.0,2023-01-09,0.0,8.192474,1.7015501,0.0,2023-01-09 12:00:00,0.0,17.011963,0.30354694,0.0,2023-01-10,0.0,8.274811,1.8523045,0.0,2023-01-10 12:00:00,0.0,16.847595,0.4015624,0.0,2023-01-11,0.0,8.407501,1.9028839,0.0,2023-01-13,0.0,3.4155579,2.825844,0.0,2023-01-15,0.0,-1.2736206,2.4032567,0.0,2023-01-17 12:00:00,0.0,11.935852,0.5022001,0.0
0,29.4,66.45,2023-01-08,7.22876,3.3012998,0.0,2023-01-08 03:00:00,0.0,6.252411,3.0001905,0.0,2023-01-08 06:00:00,0.0,12.38739,5.3015704,0.0,2023-01-08 09:00:00,0.0,14.520477,6.1510677,0.0,2023-01-08 12:00:00,0.0,12.002899,5.301537,0.0,2023-01-08 15:00:00,0.0,6.886139,2.7518802,0.0,2023-01-08 18:00:00,0.0,3.511261,2.251185,0.0,2023-01-08 21:00:00,0.0,2.3840942,2.501178,0.0,2023-01-09,0.0,4.1924744,2.0515501,0.0,2023-01-09 12:00:00,0.0,13.011963,3.1035469,0.0,2023-01-10,0.0,-0.6001892,2.8523045,0.0,2023-01-10 12:00:00,0.0,14.097595,3.9515624,0.0,2023-01-11,0.0005,3.4825134,0.7028839,0.0,2023-01-13,0.0,-17.809448,1.2508441,0.00375,2023-01-15,0.0,-17.073639,2.3532567,0.0,2023-01-17 12:00:00,0.0,8.585846,2.2522001,0.0
0,29.4,67.05,2023-01-08,4.428772,0.95129985,0.0,2023-01-08 03:00:00,0.0,4.527405,0.6001904,0.0,2023-01-08 06:00:00,0.0,12.737396,1.2515702,0.0,2023-01-08 09:00:00,0.0,15.170471,1.2010676,0.0,2023-01-08 12:00:00,1e-05,13.277893,1.8515368,0.0,2023-01-08 15:00:00,0.0,7.861145,1.6018801,0.0,2023-01-08 18:00:00,0.0,3.7112732,1.2011849,0.0,2023-01-08 21:00:00,0.0,1.1091003,1.151178,0.0,2023-01-09,0.0,3.0924683,1.1015501,0.0,2023-01-09 12:00:00,0.0,12.936981,0.45354694,0.0,2023-01-10,0.0,-1.900177,1.3523045,0.0,2023-01-10 12:00:00,0.0,13.997589,1.1015624,0.0,2023-01-11,4e-05,5.932495,1.6528839,0.0,2023-01-13,0.0,-4.334442,3.3508441,0.0,2023-01-15,0.0,-12.998627,1.6032567,0.0,2023-01-17 12:00:00,0.0,10.810852,1.6522001,0.0
0,29.4,67.35,2023-01-08,9.72876,1.1512998,0.0,2023-01-08 03:00:00,0.0,8.677399,0.8001904,0.0,2023-01-08 06:00:00,0.0,12.187378,1.0515703,0.0,2023-01-08 09:00:00,0.0,13.520477,1.2010676,0.0,2023-01-08 12:00:00,1e-05,12.102875,0.3015368,0.0,2023-01-08 15:00:00,0.0,8.061127,2.2018802,0.0,2023-01-08 18:00:00,0.0,7.286255,1.8011849,0.0,2023-01-08 21:00:00,0.0,7.534088,2.301178,0.0,2023-01-09,0.0,8.79245,1.9515501,0.0,2023-01-09 12:00:00,0.0,13.186981,0.45354694,0.0,2023-01-10,0.0,7.9248047,2.3523045,0.0,2023-01-10 12:00:00,0.0,12.597595,0.6015624,0.0,2023-01-11,1e-05,8.432495,1.8528839,0.0,2023-01-13,0.0,0.81555176,2.025844,0.0,2023-01-15,0.0,-1.9736328,3.0032568,0.0,2023-01-17 12:00:00,0.0,9.335846,0.20220011,0.0
0,29.4,67.2,2023-01-08,5.1287537,0.75129986,0.0,2023-01-08 03:00:00,0.0,4.8273926,0.3001904,0.0,2023-01-08 06:00:00,0.0,10.437378,1.4015703,0.0,2023-01-08 09:00:00,0.0,13.670471,1.8510675,0.0,2023-01-08 12:00:00,2e-05,12.502899,1.2015368,0.0,2023-01-08 15:00:00,0.0,6.361145,0.7518801,0.0,2023-01-08 18:00:00,0.0,4.286255,1.1011848,0.0,2023-01-08 21:00:00,0.0,2.959076,1.201178,0.0,2023-01-09,0.0,4.5924683,1.3015501,0.0,2023-01-09 12:00:00,0.0,11.386963,1.3035469,0.0,2023-01-10,0.0,0.8247986,1.9523044,0.0,2023-01-10 12:00:00,0.0,9.947601,1.3515624,0.0,2023-01-11,6e-05,5.3825073,0.7028839,0.0,2023-01-13,0.0,-0.45944214,2.825844,0.0,2023-01-15,0.0,-9.698639,1.5532568,0.0,2023-01-17 12:00:00,0.0,11.035858,0.7022001,0.0
0,29.4,66.6,2023-01-08,7.2537537,2.1512997,0.0,2023-01-08 03:00:00,0.0,7.027405,2.5001905,0.0,2023-01-08 06:00:00,0.0,11.687378,4.3015704,0.0,2023-01-08 09:00:00,0.0,14.370453,4.8010674,0.0,2023-01-08 12:00:00,0.0,11.702881,4.501537,0.0,2023-01-08 15:00:00,0.0,6.361145,2.2018802,0.0,2023-01-08 18:00:00,0.0,2.886261,1.6511849,0.0,2023-01-08 21:00:00,0.0,1.8840942,1.8511779,0.0,2023-01-09,0.0,4.8424683,1.6015501,0.0,2023-01-09 12:00:00,0.0,12.636963,2.203547,0.0,2023-01-10,0.0,-0.7501831,1.9523044,0.0,2023-01-10 12:00:00,0.0,13.947601,3.1015625,0.0,2023-01-11,0.00035,3.082489,0.85288393,0.0,2023-01-13,0.0,-17.484436,0.8258441,0.0,2023-01-15,0.0,-15.773621,1.5032567,0.0,2023-01-17 12:00:00,0.0,8.810852,2.3522,0.0
0,29.4,66.9,2023-01-08,5.22876,0.8512998,0.0,2023-01-08 03:00:00,0.0,5.277405,1.0501903,0.0,2023-01-08 06:00:00,0.0,12.337372,2.3015702,0.0,2023-01-08 09:00:00,0.0,14.545471,2.5510676,0.0,2023-01-08 12:00:00,0.0,12.352875,2.8515368,0.0,2023-01-08 15:00:00,0.0,7.386139,1.7018801,0.0,2023-01-08 18:00:00,0.0,3.261261,1.1511849,0.0,2023-01-08 21:00:00,0.0,0.73410034,0.801178,0.0,2023-01-09,0.0,3.29245,0.80155015,0.0,2023-01-09 12:00:00,0.0,12.611969,0.95354694,0.0,2023-01-10,0.0,-2.1001892,0.7023044,0.0,2023-01-10 12:00:00,0.0,14.347595,1.7015624,0.0,2023-01-11,4e-05,4.932495,1.8028839,0.0,2023-01-13,0.0,-8.184448,2.900844,0.0,2023-01-15,0.0,-14.448639,1.1532568,0.0,2023-01-17 12:00:00,0.0,9.660858,1.9522002,0.0
0,29.4,67.65,2023-01-08,7.153778,0.45129985,0.0,2023-01-08 03:00:00,0.0,6.9523926,1.5001904,0.0,2023-01-08 06:00:00,0.0,14.537384,1.0015702,0.0,2023-01-08 09:00:00,0.0,19.770477,1.0010676,0.0,2023-01-08 12:00:00,0.0,19.602875,1.6015368,0.0,2023-01-08 15:00:00,0.0,11.486145,1.8518801,0.0,2023-01-08 18:00:00,0.0,7.536255,1.2011849,0.0,2023-01-08 21:00:00,0.0,5.584076,1.301178,0.0,2023-01-09,0.0,5.5924683,1.2015501,0.0,2023-01-09 12:00:00,0.0,20.411957,1.2035469,0.0,2023-01-10,0.0,5.5747986,1.2023044,0.0,2023-01-10 12:00:00,0.0,20.297577,1.1515623,0.0,2023-01-11,0.0,6.782501,1.3028839,0.0,2023-01-13,0.0,6.5655518,5.650844,0.0,2023-01-15,0.0,-3.9236145,1.4032568,0.0,2023-01-17 12:00:00,0.0,15.410858,1.0522001,0.0
0,29.55,66.9,2023-01-08,7.22876,1.2512999,0.0,2023-01-08 03:00:00,0.0,6.4273987,1.6501904,0.0,2023-01-08 06:00:00,0.0,11.487396,2.8515704,0.0,2023-01-08 09:00:00,3e-05,13.770477,2.8510675,0.0,2023-01-08 12:00:00,0.0,11.577881,2.951537,0.0,2023-01-08 15:00:00,0.0,6.861145,1.9018801,0.0,2023-01-08 18:00:00,0.0,3.9612732,1.3011849,0.0,2023-01-08 21:00:00,0.0,2.1340942,0.651178,0.0,2023-01-09,0.0,4.29245,0.7015501,0.0,2023-01-09 12:00:00,0.0,11.861969,1.1535469,0.0,2023-01-10,0.0,-0.025177002,0.5523044,0.0,2023-01-10 12:00:00,0.0,13.447601,1.9515624,0.0,2023-01-11,9e-05,3.8825073,1.5528839,0.0,2023-01-13,0.0,-10.059448,2.6758442,0.0,2023-01-15,0.0,-12.6736145,1.0532568,0.0,2023-01-17 12:00:00,0.0,8.560852,2.0022001,0.0
0,29.55,66.6,2023-01-08,8.803772,2.8012998,0.0,2023-01-08 03:00:00,0.0,7.627411,2.5501904,0.0,2023-01-08 06:00:00,0.0,11.88739,4.45157,0.0,2023-01-08 09:00:00,0.0,14.370453,5.1010675,0.0,2023-01-08 12:00:00,0.0,11.952881,4.4515367,0.0,2023-01-08 15:00:00,0.0,7.361145,2.4518802,0.0,2023-01-08 18:00:00,0.0,4.536255,2.001185,0.0,2023-01-08 21:00:00,0.0,3.084076,1.801178,0.0,2023-01-09,0.0,5.867462,1.3515501,0.0,2023-01-09 12:00:00,0.0,12.861969,2.303547,0.0,2023-01-10,0.0,0.849823,2.1023045,0.0,2023-01-10 12:00:00,0.0,14.197601,3.1015625,0.0,2023-01-11,0.00037,3.4075012,0.30288392,0.0,2023-01-13,0.0,-16.534454,1.1008441,0.0,2023-01-15,0.0,-14.598633,1.7032567,0.0,2023-01-17 12:00:00,0.0,8.585846,2.0022001,0.0
0,29.55,67.65,2023-01-08,7.928772,1.1512998,0.0,2023-01-08 03:00:00,0.0,8.027405,1.9501904,0.0,2023-01-08 06:00:00,0.0,15.287384,0.30157027,0.0,2023-01-08 09:00:00,0.0,19.545471,1.6010675,0.0,2023-01-08 12:00:00,0.0,18.95288,1.7015368,0.0,2023-01-08 15:00:00,0.0,10.911133,1.6518801,0.0,2023-01-08 18:00:00,0.0,7.211273,1.4011849,0.0,2023-01-08 21:00:00,0.0,5.509094,1.6011779,0.0,2023-01-09,0.0,5.767456,1.4015502,0.0,2023-01-09 12:00:00,0.0,19.661957,1.2035469,0.0,2023-01-10,0.0,5.3247986,1.6023045,0.0,2023-01-10 12:00:00,0.0,19.597595,1.1015624,0.0,2023-01-11,0.0,6.832489,1.5528839,0.0,2023-01-13,0.0,6.5655518,4.750844,0.0,2023-01-15,0.0,-4.0236206,1.6032567,0.0,2023-01-17 12:00:00,0.0,14.760834,1.1522001,0.0
0,29.55,67.35,2023-01-08,9.553772,1.1012999,0.0,2023-01-08 03:00:00,0.0,8.527405,1.1001904,0.0,2023-01-08 06:00:00,0.0,12.537384,0.85157025,0.0,2023-01-08 09:00:00,0.0,14.220459,0.70106757,0.0,2023-01-08 12:00:00,1e-05,12.752899,0.2015368,0.0,2023-01-08 15:00:00,0.0,8.611145,2.0518801,0.0,2023-01-08 18:00:00,0.0,8.011261,1.6511849,0.0,2023-01-08 21:00:00,0.0,7.9841003,1.951178,0.0,2023-01-09,0.0,8.842468,1.6515502,0.0,2023-01-09 12:00:00,0.0,13.661957,0.25354692,0.0,2023-01-10,0.0,7.6748047,1.9023044,0.0,2023-01-10 12:00:00,0.0,13.297577,0.4015624,0.0,2023-01-11,1e-05,8.982513,1.5028839,0.0,2023-01-13,0.0,1.4655457,2.150844,0.0,2023-01-15,0.0,-1.8486328,2.3032568,0.0,2023-01-17 12:00:00,0.0,9.760834,0.20220011,0.0
0,29.55,67.2,2023-01-08,6.72876,0.75129986,0.0,2023-01-08 03:00:00,0.0,6.002411,0.6001904,0.0,2023-01-08 06:00:00,0.0,10.487396,1.4015703,0.0,2023-01-08 09:00:00,0.0,13.320465,2.0010676,0.0,2023-01-08 12:00:00,5e-05,11.977875,1.1515368,0.0,2023-01-08 15:00:00,0.0,6.286133,1.2518802,0.0,2023-01-08 18:00:00,0.0,6.061249,1.3011849,0.0,2023-01-08 21:00:00,0.0,5.134094,1.301178,0.0,2023-01-09,0.0,6.517456,1.4015502,0.0,2023-01-09 12:00:00,0.0,11.511963,1.1535469,0.0,2023-01-10,0.0,3.0248108,1.7023044,0.0,2023-01-10 12:00:00,0.0,10.197601,1.2015624,0.0,2023-01-11,6e-05,6.9825134,0.8028839,0.0,2023-01-13,0.0,0.015563965,3.025844,0.0,2023-01-15,0.0,-5.198639,1.7532567,0.0,2023-01-17 12:00:00,0.0,10.710846,0.9522001,0.0
0,29.55,67.5,2023-01-08,9.378754,1.1512998,0.0,2023-01-08 03:00:00,0.0,8.927399,1.4501904,0.0,2023-01-08 06:00:00,0.0,14.38739,0.60157025,0.0,2023-01-08 09:00:00,0.0,16.870453,0.8510676,0.0,2023-01-08 12:00:00,0.0,15.777893,1.1515368,0.0,2023-01-08 15:00:00,0.0,10.061127,1.9018801,0.0,2023-01-08 18:00:00,0.0,8.011261,1.5511849,0.0,2023-01-08 21:00:00,0.0,7.434082,1.751178,0.0,2023-01-09,0.0,7.9424744,1.5015501,0.0,2023-01-09 12:00:00,0.0,16.861969,0.6035469,0.0,2023-01-10,0.0,7.524811,1.6023045,0.0,2023-01-10 12:00:00,0.0,16.797577,0.45156237,0.0,2023-01-11,0.0,8.457489,1.6028839,0.0,2023-01-13,0.0,4.0655518,3.2258441,0.0,2023-01-15,0.0,-2.0236206,1.8532567,0.0,2023-01-17 12:00:00,0.0,11.86084,0.6522001,0.0
0,29.55,67.05,2023-01-08,6.5037537,1.0512998,0.0,2023-01-08 03:00:00,0.0,5.9773865,1.2001904,0.0,2023-01-08 06:00:00,0.0,11.63739,1.6515703,0.0,2023-01-08 09:00:00,6e-05,13.970459,1.2010676,0.0,2023-01-08 12:00:00,1e-05,12.027893,1.7515368,0.0,2023-01-08 15:00:00,0.0,6.761139,1.8518801,0.0,2023-01-08 18:00:00,0.0,4.311249,1.4011849,0.0,2023-01-08 21:00:00,0.0,2.584076,1.151178,0.0,2023-01-09,0.0,4.41745,1.2015501,0.0,2023-01-09 12:00:00,0.0,11.936981,0.25354692,0.0,2023-01-10,0.0,0.3748169,1.3023044,0.0,2023-01-10 12:00:00,0.0,12.797577,0.80156237,0.0,2023-01-11,6e-05,5.2325134,1.702884,0.0,2023-01-13,0.0,-5.209442,3.625844,0.0,2023-01-15,0.0,-10.323639,1.8032568,0.0,2023-01-17 12:00:00,0.0,9.435852,1.8022001,0.0
0,29.55,66.75,2023-01-08,8.253754,1.9012998,0.0,2023-01-08 03:00:00,0.0,7.027405,2.0501904,0.0,2023-01-08 06:00:00,0.0,11.187378,3.8015702,0.0,2023-01-08 09:00:00,0.0,13.595459,3.9510677,0.0,2023-01-08 12:00:00,0.0,11.277893,3.5015368,0.0,2023-01-08 15:00:00,0.0,6.9361267,1.9518801,0.0,2023-01-08 18:00:00,0.0,4.261261,1.5011848,0.0,2023-01-08 21:00:00,0.0,2.6340942,1.051178,0.0,2023-01-09,0.0,5.142456,0.85155016,0.0,2023-01-09 12:00:00,0.0,11.936981,2.203547,0.0,2023-01-10,0.0,0.5248108,1.1523044,0.0,2023-01-10 12:00:00,0.0,13.497589,3.3015623,0.0,2023-01-11,0.00019,3.182495,0.85288393,0.0,2023-01-13,0.0,-14.034454,1.200844,0.0,2023-01-15,0.0,-13.623627,0.4032567,0.0,2023-01-17 12:00:00,0.0,8.260834,1.5022001,0.0
0,29.7,67.5,2023-01-08,10.178772,1.4512998,0.0,2023-01-08 03:00:00,0.0,9.677399,1.8001903,0.0,2023-01-08 06:00:00,0.0,14.737396,0.30157027,0.0,2023-01-08 09:00:00,0.0,17.295471,1.6010675,0.0,2023-01-08 12:00:00,0.0,15.927887,1.0515368,0.0,2023-01-08 15:00:00,0.0,10.011139,1.7518802,0.0,2023-01-08 18:00:00,0.0,8.136261,1.8011849,0.0,2023-01-08 21:00:00,0.0,7.634094,2.151178,0.0,2023-01-09,0.0,8.16745,1.7015501,0.0,2023-01-09 12:00:00,0.0,16.611969,0.70354694,0.0,2023-01-10,0.0,7.4248047,1.9523044,0.0,2023-01-10 12:00:00,0.0,16.547577,0.80156237,0.0,2023-01-11,0.0,8.732513,1.5028839,0.0,2023-01-13,0.0,3.765564,3.4758441,0.0,2023-01-15,0.0,-2.073639,2.0532568,0.0,2023-01-17 12:00:00,0.0,11.660858,0.8522001,0.0
0,29.7,66.9,2023-01-08,8.878754,2.3012998,0.0,2023-01-08 03:00:00,0.0,7.527405,2.1501904,0.0,2023-01-08 06:00:00,0.0,12.187378,3.4515703,0.0,2023-01-08 09:00:00,0.00016,14.070465,3.2510676,0.0,2023-01-08 12:00:00,0.0,12.177887,3.4015367,0.0,2023-01-08 15:00:00,0.0,7.111145,2.2018802,0.0,2023-01-08 18:00:00,0.0,4.711273,1.5511849,0.0,2023-01-08 21:00:00,0.0,3.084076,1.001178,0.0,2023-01-09,1e-05,4.3424683,0.60155016,0.0,2023-01-09 12:00:00,0.0,12.536957,1.603547,0.0,2023-01-10,0.0,-0.10018921,1.0523044,0.0,2023-01-10 12:00:00,0.0,13.597595,2.3515625,0.0,2023-01-11,0.00013,3.682495,1.5028839,0.0,2023-01-13,0.0,-12.459442,2.5508442,0.0,2023-01-15,0.0,-14.598633,0.8532567,0.0,2023-01-17 12:00:00,0.0,8.86084,2.5022001,0.0
0,29.7,66.75,2023-01-08,9.578766,2.9513,0.0,2023-01-08 03:00:00,0.0,8.102386,2.5001905,0.0,2023-01-08 06:00:00,0.0,12.38739,4.9015703,0.0,2023-01-08 09:00:00,0.0,14.620453,5.1010675,0.0,2023-01-08 12:00:00,0.0,12.452881,4.651537,0.0,2023-01-08 15:00:00,0.0,7.6861267,2.40188,0.0,2023-01-08 18:00:00,0.0,5.486267,2.001185,0.0,2023-01-08 21:00:00,0.0,3.7840881,1.6011779,0.0,2023-01-09,0.0,5.0924683,1.1515502,0.0,2023-01-09 12:00:00,0.0,13.136963,3.1035469,0.0,2023-01-10,0.0,0.4998169,2.0023043,0.0,2023-01-10 12:00:00,0.0,14.347595,4.3015623,0.0,2023-01-11,0.00022,3.807495,0.85288393,0.0,2023-01-13,0.0,-15.309448,1.6508441,0.0,2023-01-15,0.0,-15.6736145,1.3032568,0.0,2023-01-17 12:00:00,0.0,9.11084,2.0522,0.0
0,29.7,67.2,2023-01-08,6.903778,1.0012999,0.0,2023-01-08 03:00:00,0.0,5.8523865,1.0501903,0.0,2023-01-08 06:00:00,2e-05,10.13739,1.6015702,0.0,2023-01-08 09:00:00,0.0,12.620453,2.1010675,0.0,2023-01-08 12:00:00,0.0,11.227875,1.5015368,0.0,2023-01-08 15:00:00,0.0,5.4361267,1.6518801,0.0,2023-01-08 18:00:00,0.0,5.461273,1.5511849,0.0,2023-01-08 21:00:00,0.0,4.9841003,1.401178,0.0,2023-01-09,0.0,6.242462,1.5515501,0.0,2023-01-09 12:00:00,0.0,10.886963,0.9035469,0.0,2023-01-10,0.0,2.8998108,1.8523045,0.0,2023-01-10 12:00:00,0.0,9.947601,0.75156236,0.0,2023-01-11,1e-05,7.082489,1.5028839,0.0,2023-01-13,0.0,-2.6594543,4.725844,0.0,2023-01-15,0.0,-4.598633,2.8032568,0.0,2023-01-17 12:00:00,0.0,10.160858,0.7522001,0.0
0,29.7,67.35,2023-01-08,9.078766,1.2512999,0.0,2023-01-08 03:00:00,0.0,8.427399,1.6501904,0.0,2023-01-08 06:00:00,0.0,12.88739,0.60157025,0.0,2023-01-08 09:00:00,0.0,14.945465,1.1510676,0.0,2023-01-08 12:00:00,0.0,13.527893,0.5015368,0.0,2023-01-08 15:00:00,0.0,8.661133,1.7518802,0.0,2023-01-08 18:00:00,0.0,7.661255,1.6511849,0.0,2023-01-08 21:00:00,0.0,7.284088,2.001178,0.0,2023-01-09,0.0,7.892456,1.6015501,0.0,2023-01-09 12:00:00,0.0,14.036957,0.053546935,0.0,2023-01-10,0.0,6.374817,1.8023044,0.0,2023-01-10 12:00:00,0.0,13.747589,0.45156237,0.0,2023-01-11,0.0,8.882507,1.5028839,0.0,2023-01-13,0.0,1.3155518,3.750844,0.0,2023-01-15,0.0,-1.6736145,2.6532567,0.0,2023-01-17 12:00:00,0.0,10.010834,0.15220012,0.0
0,29.7,66.6,2023-01-08,10.078766,3.6512997,0.0,2023-01-08 03:00:00,0.0,8.252411,2.7501905,0.0,2023-01-08 06:00:00,0.0,12.63739,5.00157,0.0,2023-01-08 09:00:00,0.0,14.820465,5.6510677,0.0,2023-01-08 12:00:00,0.0,12.627899,4.801537,0.0,2023-01-08 15:00:00,0.0,8.286133,2.85188,0.0,2023-01-08 18:00:00,0.0,6.411255,2.6511848,0.0,2023-01-08 21:00:00,0.0,4.584076,1.951178,0.0,2023-01-09,0.0,5.742462,1.4015502,0.0,2023-01-09 12:00:00,0.0,13.461975,2.553547,0.0,2023-01-10,0.0,1.224823,2.5023043,0.0,2023-01-10 12:00:00,0.0,14.597595,3.4515624,0.0,2023-01-11,0.00033,4.2325134,0.7528839,0.0,2023-01-13,0.0,-15.684448,1.5508441,0.0,2023-01-15,0.0,-15.323639,1.9532567,0.0,2023-01-17 12:00:00,0.0,9.210846,2.1022,0.0
0,29.7,67.65,2023-01-08,10.153778,1.7512999,0.0,2023-01-08 03:00:00,0.0,9.777405,2.1001904,0.0,2023-01-08 06:00:00,0.0,15.737396,0.60157025,0.0,2023-01-08 09:00:00,0.0,19.170471,1.9510676,0.0,2023-01-08 12:00:00,0.0,17.927887,1.6015368,0.0,2023-01-08 15:00:00,0.0,10.361145,1.9018801,0.0,2023-01-08 18:00:00,0.0,7.561249,1.8511848,0.0,2023-01-08 21:00:00,0.0,6.6091003,2.101178,0.0,2023-01-09,0.0,7.1924744,1.8015501,0.0,2023-01-09 12:00:00,0.0,18.461975,1.1535469,0.0,2023-01-10,0.0,6.499817,2.2023044,0.0,2023-01-10 12:00:00,0.0,18.447601,1.2015624,0.0,2023-01-11,0.0,7.557495,1.702884,0.0,2023-01-13,0.0,4.515564,3.275844,0.0,2023-01-15,0.0,-4.1236267,1.6532568,0.0,2023-01-17 12:00:00,0.0,13.760834,1.2022002,0.0
0,29.7,67.05,2023-01-08,7.97876,1.5012999,0.0,2023-01-08 03:00:00,0.0,6.7273865,1.3001903,0.0,2023-01-08 06:00:00,1e-05,11.587372,1.6515703,0.0,2023-01-08 09:00:00,0.00024,13.345459,0.90106755,0.0,2023-01-08 12:00:00,0.0,11.752899,1.3015368,0.0,2023-01-08 15:00:00,0.0,6.386139,1.9518801,0.0,2023-01-08 18:00:00,0.0,4.536255,1.5511849,0.0,2023-01-08 21:00:00,0.0,3.209076,1.051178,0.0,2023-01-09,1e-05,4.392456,1.1015501,0.0,2023-01-09 12:00:00,0.0,11.786957,0.25354692,0.0,2023-01-10,0.0,0.3748169,1.0523044,0.0,2023-01-10 12:00:00,0.0,12.197601,0.7015624,0.0,2023-01-11,6e-05,4.557495,1.8528839,0.0,2023-01-13,0.0,-7.959442,3.9758441,0.0,2023-01-15,0.0,-11.223633,2.0032568,0.0,2023-01-17 12:00:00,0.0,9.035858,2.1022,0.0
