latitude,longitude,valid_time_15,prate_15,t2m_15,si10_15,sde_15
22.05,60.0,2022-12-23 03:00:00,0.0,23.582916,3.1522992,0.0
22.05,60.15,2022-12-23 03:00:00,0.0,24.207916,2.5522993,0.0
22.05,60.3,2022-12-23 03:00:00,0.0,24.532928,2.4022992,0.0
22.05,60.45,2022-12-23 03:00:00,0.0,24.60791,2.5022993,0.0
22.05,60.6,2022-12-23 03:00:00,0.0,24.582916,2.8522992,0.0
22.05,60.75,2022-12-23 03:00:00,0.0,24.60791,3.3022993,0.0
22.05,60.9,2022-12-23 03:00:00,0.0,24.657928,3.7522993,0.0
22.05,61.05,2022-12-23 03:00:00,0.0,24.657928,4.102299,0.0
22.05,61.2,2022-12-23 03:00:00,0.0,24.682922,4.5022993,0.0
22.05,61.35,2022-12-23 03:00:00,0.0,24.657928,4.6522994,0.0
22.05,61.5,2022-12-23 03:00:00,0.0,24.60791,4.802299,0.0
22.05,61.65,2022-12-23 03:00:00,0.0,24.582916,4.9022994,0.0
22.05,61.8,2022-12-23 03:00:00,0.0,24.532928,4.952299,0.0
22.05,61.95,2022-12-23 03:00:00,0.0,24.532928,5.102299,0.0
22.05,62.1,2022-12-23 03:00:00,0.0,24.532928,5.202299,0.0
22.05,62.25,2022-12-23 03:00:00,0.0,24.557922,5.4022994,0.0
22.05,62.4,2022-12-23 03:00:00,0.0,24.557922,5.6522994,0.0
22.05,62.55,2022-12-23 03:00:00,0.0,24.532928,5.9022994,0.0
22.05,62.7,2022-12-23 03:00:00,0.0,24.457916,6.1522994,0.0
22.05,62.85,2022-12-23 03:00:00,0.0,24.407928,6.352299,0.0
22.05,63.0,2022-12-23 03:00:00,0.0,24.332916,6.452299,0.0
22.05,63.15,2022-12-23 03:00:00,0.0,24.307922,6.5022993,0.0
22.05,63.3,2022-12-23 03:00:00,0.0,24.332916,6.5022993,0.0
22.05,63.45,2022-12-23 03:00:00,0.0,24.35791,6.552299,0.0
22.05,63.6,2022-12-23 03:00:00,0.0,24.407928,6.602299,0.0
22.05,63.75,2022-12-23 03:00:00,0.0,24.407928,6.702299,0.0
22.05,63.9,2022-12-23 03:00:00,0.0,24.35791,6.7522993,0.0
22.05,64.05,2022-12-23 03:00:00,0.0,24.307922,6.7522993,0.0
22.05,64.2,2022-12-23 03:00:00,0.0,24.257904,6.602299,0.0
22.05,64.35,2022-12-23 03:00:00,0.0,24.157928,6.352299,0.0
22.05,64.5,2022-12-23 03:00:00,0.0,24.057922,6.052299,0.0
22.05,64.65,2022-12-23 03:00:00,0.0,24.007904,5.702299,0.0
22.05,64.8,2022-12-23 03:00:00,0.0,23.957916,5.352299,0.0
22.05,64.95,2022-12-23 03:00:00,0.0,23.932922,4.952299,0.0
22.05,65.1,2022-12-23 03:00:00,0.0,23.85791,4.6522994,0.0
22.05,65.25,2022-12-23 03:00:00,0.0,23.832916,4.5022993,0.0
22.05,65.4,2022-12-23 03:00:00,0.0,23.85791,4.5022993,0.0
22.05,65.55,2022-12-23 03:00:00,0.0,23.907928,4.452299,0.0
22.05,65.7,2022-12-23 03:00:00,0.0,23.932922,4.5022993,0.0
22.05,65.85,2022-12-23 03:00:00,0.0,23.932922,4.702299,0.0
22.05,66.0,2022-12-23 03:00:00,0.0,23.932922,4.952299,0.0
22.05,66.15,2022-12-23 03:00:00,0.0,23.957916,5.352299,0.0
